	ch11.jpg	ch12.jpg	ch13.jpg	ch14.jpg	ch15.jpg	ch21.jpg	ch22.jpg	ch23.jpg	ch24.jpg	ch25.jpg	cc11.jpg	cc12.jpg	cc13.jpg	cc14.jpg	cc21.jpg	cc22.jpg	cc23.jpg	cc24.jpg	pa11.jpg	pa12.jpg	pa13.jpg	pa14.jpg	pa21.jpg	pa22.jpg	pa23.jpg	pa24.jpg
GgT_wav_db20__V_A_V_entrop	0.902465	0.911938	0.908125	0.904351	0.894662	0.909501	0.908652	0.905379	0.908446	0.906489	0.886873	0.908962	0.90959	0.909816	0.908397	0.908404	0.908433	0.908256	0.876291	0.895568	0.908773	0.907083	0.908982	0.903431	0.906992	0.905261
GgT_wav_db20__V_A_D_energ	8.67628e-005	0.000101844	0.000118726	9.94354e-005	0.000122829	0.000119878	0.000129213	8.41926e-005	8.97761e-005	0.000151911	7.45595e-005	0.000138883	0.000104331	0.000115006	8.37877e-005	0.000149518	8.97544e-005	0.000119512	3.95931e-005	4.86885e-005	8.60192e-005	6.97691e-005	0.000143127	3.23345e-005	7.24888e-005	5.74316e-005
GgT_wav_db20__V_A_D_entrop	0.908431	0.91127	0.90998	0.908008	0.910237	0.911747	0.912297	0.909707	0.910374	0.907644	0.90292	0.913503	0.91074	0.912904	0.911423	0.910059	0.908814	0.909298	0.897058	0.900461	0.912418	0.90988	0.907346	0.910152	0.909699	0.909989
GgT_wav_db20__V_H_A_energ	3.42167e-005	4.74254e-005	5.01828e-005	4.17252e-005	3.87677e-005	4.15917e-005	6.44696e-005	3.5549e-005	2.96111e-005	5.45783e-005	3.38058e-005	5.52516e-005	4.31274e-005	5.32365e-005	3.30007e-005	5.78832e-005	3.11295e-005	5.11183e-005	1.592e-005	1.60633e-005	3.19243e-005	2.17865e-005	4.43874e-005	1.32708e-005	2.40396e-005	1.92022e-005
GgT_wav_db20__V_H_A_entrop	0.904375	0.912124	0.906817	0.90573	0.912601	0.907159	0.911615	0.906665	0.907312	0.90793	0.906621	0.912744	0.908313	0.905766	0.910305	0.90791	0.905185	0.907278	0.900212	0.897861	0.907279	0.907453	0.906985	0.906324	0.906811	0.909322
GgT_wav_db20__V_H_H_energ	5.89922e-005	7.44777e-005	9.09541e-005	7.27252e-005	5.92841e-005	8.30951e-005	9.82929e-005	6.38623e-005	6.01554e-005	9.64939e-005	5.26431e-005	9.06657e-005	7.2489e-005	7.81413e-005	4.9747e-005	0.000100268	6.00637e-005	8.47372e-005	2.10719e-005	3.34324e-005	5.929e-005	4.70335e-005	8.77683e-005	2.44021e-005	4.62374e-005	3.76101e-005
GgT_wav_db20__V_H_H_entrop	0.905819	0.908252	0.905868	0.903693	0.912575	0.90543	0.90667	0.905452	0.906834	0.904205	0.905628	0.908452	0.904137	0.908936	0.911136	0.903573	0.905319	0.906219	0.903287	0.896176	0.909325	0.903639	0.906645	0.905183	0.906794	0.906494
GgT_wav_db20__V_H_V_energ	3.53149e-005	5.06307e-005	5.33409e-005	4.4528e-005	5.08294e-005	4.25222e-005	6.66979e-005	3.64239e-005	2.94754e-005	5.51613e-005	3.07437e-005	5.77008e-005	4.36302e-005	5.47898e-005	3.48172e-005	6.05178e-005	3.23237e-005	5.60154e-005	1.80209e-005	1.62835e-005	3.22173e-005	2.26273e-005	4.39165e-005	1.35411e-005	2.40197e-005	1.98629e-005
GgT_wav_db20__V_H_V_entrop	0.90639	0.910867	0.909008	0.908231	0.912542	0.911098	0.911998	0.908735	0.909918	0.909595	0.90871	0.910651	0.911133	0.910528	0.911471	0.908484	0.906268	0.907382	0.903167	0.901325	0.90944	0.908686	0.911739	0.907753	0.909722	0.909707
GgT_wav_db20__V_H_D_energ	5.93748e-005	7.47769e-005	8.96605e-005	7.36981e-005	8.26084e-005	8.27567e-005	9.74878e-005	6.38841e-005	5.9951e-005	9.70882e-005	4.63959e-005	9.16869e-005	7.06536e-005	8.13564e-005	5.1908e-005	9.86521e-005	5.86857e-005	8.51976e-005	2.33457e-005	3.22113e-005	5.78271e-005	4.53135e-005	8.61561e-005	2.34831e-005	4.47533e-005	3.69532e-005
GgT_wav_db20__V_H_D_entrop	0.907106	0.911325	0.910534	0.90726	0.910533	0.909999	0.911125	0.908546	0.910138	0.907651	0.907554	0.909311	0.908316	0.911784	0.912525	0.909189	0.906674	0.907898	0.901795	0.899434	0.911454	0.90766	0.906977	0.905886	0.907067	0.909743
GgT_wav_db20__V_V_A_energ	0.000357523	0.000540304	0.000716892	0.000630399	0.000817571	0.000505849	0.000660538	0.000537385	0.000351399	0.000693569	0.000570943	0.000549797	0.000499219	0.000409358	0.000595946	0.000589069	0.000478914	0.000582065	0.000228364	0.00021865	0.000427569	0.000323093	0.000694505	0.000186527	0.000318595	0.000269754
GgT_wav_db20__V_V_A_entrop	0.899632	0.905247	0.903333	0.899552	0.908867	0.904551	0.90546	0.900938	0.904213	0.896934	0.905048	0.90345	0.902853	0.904426	0.911381	0.905337	0.902651	0.90349	0.894492	0.886388	0.905677	0.90534	0.892759	0.899431	0.90206	0.901744
GgT_wav_db20__V_V_H_energ	0.000223914	0.000357383	0.000395732	0.00032238	0.000424333	0.000288069	0.000431913	0.000281519	0.000218396	0.000413072	0.000268094	0.000333405	0.00028096	0.000248428	0.000286319	0.000387422	0.000250878	0.000326871	0.000109553	0.000124203	0.0002358	0.000179069	0.000380077	0.000100573	0.000179436	0.0001514
GgT_wav_db20__V_V_H_entrop	0.907348	0.90959	0.909011	0.904775	0.912869	0.911314	0.910955	0.905769	0.908682	0.906438	0.906566	0.910784	0.906881	0.911966	0.910912	0.909341	0.904292	0.908627	0.900872	0.89678	0.910046	0.907493	0.904577	0.907487	0.906598	0.910907
GgT_wav_db20__V_V_V_energ	0.000147156	0.000204097	0.000213919	0.000211598	0.000375496	0.000181356	0.000260402	0.000168985	0.000139634	0.000295012	0.000281727	0.000270014	0.000212673	0.000224971	0.000200268	0.000256458	0.000169756	0.000210607	0.000135502	9.51502e-005	0.000150994	0.000122844	0.000232172	5.96801e-005	0.000123222	0.000103052
GgT_wav_db20__V_V_V_entrop	0.901221	0.89869	0.902673	0.886267	0.885925	0.907098	0.899736	0.891839	0.906748	0.906133	0.891767	0.906687	0.906002	0.907868	0.900863	0.905552	0.900949	0.903054	0.891146	0.88774	0.905615	0.905304	0.905553	0.893183	0.904842	0.906024
GgT_wav_db20__V_V_D_energ	8.82655e-005	0.000116393	0.000131079	0.000113668	0.000164242	0.000119863	0.000148691	9.48539e-005	8.94348e-005	0.000158969	0.000139105	0.000152559	0.00011088	0.000121212	9.91682e-005	0.000153533	9.25807e-005	0.000129792	5.77516e-005	4.94423e-005	8.81013e-005	6.88973e-005	0.000136751	3.38125e-005	6.81446e-005	5.63819e-005
GgT_wav_db20__V_V_D_entrop	0.908008	0.908798	0.908844	0.905747	0.902631	0.908601	0.909492	0.908847	0.910227	0.907837	0.902646	0.912215	0.907697	0.911531	0.908136	0.908378	0.905107	0.906283	0.899943	0.898637	0.910152	0.908216	0.907347	0.905362	0.908516	0.908431
GgT_wav_db20__V_D_A_energ	7.24567e-005	0.000151595	0.000132737	0.000107552	0.000126645	0.000103492	0.000150585	8.94415e-005	6.6343e-005	0.000131658	8.39295e-005	0.000122757	9.68386e-005	0.000103901	9.47956e-005	0.00014286	7.88518e-005	0.000122199	4.48629e-005	3.78149e-005	7.97961e-005	5.63896e-005	0.000108596	3.35434e-005	5.76038e-005	4.86923e-005
GgT_wav_db20__V_D_A_entrop	0.908174	0.910245	0.906529	0.902078	0.910198	0.910335	0.911669	0.907214	0.909721	0.908785	0.908123	0.911344	0.908395	0.910528	0.911523	0.909033	0.908331	0.908317	0.905	0.893401	0.909446	0.905734	0.909499	0.906888	0.905963	0.90967
GgT_wav_db20__V_D_H_energ	0.000142263	0.000241421	0.000261315	0.000207662	0.000247346	0.000200689	0.000281887	0.000182748	0.000144298	0.000252622	0.000137001	0.000223218	0.00018293	0.000173896	0.000169305	0.000260879	0.000156192	0.000226517	6.40269e-005	8.10376e-005	0.000156141	0.000115154	0.000226698	6.58678e-005	0.000115847	9.75729e-005
GgT_wav_db20__V_D_H_entrop	0.907503	0.909588	0.907527	0.903841	0.909779	0.908984	0.908822	0.904439	0.909108	0.906862	0.901389	0.909956	0.906925	0.90976	0.910896	0.907958	0.906883	0.906867	0.901774	0.896693	0.909613	0.906716	0.90718	0.90628	0.904064	0.909087
GgT_wav_db20__V_D_V_energ	3.75605e-005	5.53374e-005	5.63069e-005	4.90569e-005	5.90524e-005	4.70834e-005	6.92221e-005	4.02844e-005	3.21667e-005	6.11558e-005	5.59592e-005	6.56764e-005	4.9343e-005	6.07132e-005	4.20124e-005	7.17734e-005	3.4446e-005	6.46901e-005	2.58884e-005	1.7486e-005	3.6554e-005	2.4417e-005	4.79782e-005	1.42509e-005	2.65661e-005	2.05255e-005
GgT_wav_db20__V_D_V_entrop	0.90572	0.911459	0.906971	0.903607	0.907867	0.909459	0.911393	0.906621	0.909284	0.905968	0.90748	0.908995	0.90766	0.910118	0.910417	0.906536	0.906773	0.905484	0.902441	0.897574	0.907921	0.90721	0.909924	0.906221	0.90683	0.908935
GgT_wav_db20__V_D_D_energ	6.15762e-005	8.52088e-005	9.85467e-005	8.03342e-005	0.000102521	8.32054e-005	0.000104097	6.75059e-005	6.01008e-005	0.000107755	8.5078e-005	0.000104375	7.98677e-005	8.89697e-005	6.5826e-005	0.000116259	6.28482e-005	0.000100674	3.52122e-005	3.42137e-005	6.47935e-005	4.70092e-005	9.25352e-005	2.38401e-005	4.72115e-005	3.73671e-005
GgT_wav_db20__V_D_D_entrop	0.905547	0.909198	0.907161	0.904475	0.905384	0.910948	0.908994	0.905986	0.90832	0.904793	0.900764	0.908305	0.905975	0.908021	0.908811	0.90693	0.905375	0.905283	0.901451	0.896802	0.910231	0.905733	0.908201	0.906875	0.907126	0.906726
GgT_wav_db20__D_A_A_energ	1.65354e-005	1.49466e-005	1.96753e-005	1.76197e-005	1.78972e-005	1.5117e-005	2.79149e-005	1.34426e-005	1.29516e-005	2.12138e-005	1.32496e-005	2.85326e-005	2.0454e-005	3.13921e-005	1.05589e-005	2.64264e-005	1.21912e-005	2.55749e-005	6.17594e-006	7.15102e-006	1.23673e-005	7.88922e-006	1.31557e-005	5.07952e-006	9.89372e-006	7.12334e-006
GgT_wav_db20__D_A_A_entrop	0.897826	0.912184	0.908287	0.906648	0.907287	0.910196	0.913247	0.908135	0.911176	0.906338	0.909044	0.910476	0.90841	0.909248	0.908306	0.908697	0.903738	0.902522	0.903332	0.896851	0.904591	0.907662	0.910831	0.910129	0.904473	0.910718
GgT_wav_db20__D_A_H_energ	1.68163e-005	1.58729e-005	2.01631e-005	1.79773e-005	1.97617e-005	1.56748e-005	2.92676e-005	1.41751e-005	1.27555e-005	2.25071e-005	1.51513e-005	2.9723e-005	2.13366e-005	3.22469e-005	1.20149e-005	2.82296e-005	1.25426e-005	2.68939e-005	6.71671e-006	7.53981e-006	1.3425e-005	8.37299e-006	1.37333e-005	5.30335e-006	1.0297e-005	7.41641e-006
GgT_wav_db20__D_A_H_entrop	0.900795	0.91427	0.908096	0.906143	0.91077	0.910701	0.913231	0.906705	0.91269	0.906039	0.907712	0.9097	0.90731	0.909474	0.909733	0.90853	0.907454	0.906121	0.901127	0.90312	0.907529	0.906769	0.910592	0.909257	0.90567	0.910965
GgT_wav_db20__D_A_V_energ	1.75894e-005	1.60509e-005	2.03391e-005	1.85192e-005	1.97806e-005	1.53144e-005	2.88924e-005	1.41635e-005	1.28422e-005	2.14806e-005	1.29824e-005	2.97956e-005	2.11827e-005	3.30948e-005	1.11752e-005	2.70431e-005	1.20017e-005	2.68893e-005	6.92095e-006	7.17861e-006	1.29848e-005	8.27026e-006	1.36455e-005	5.11646e-006	9.83853e-006	7.10496e-006
GgT_wav_db20__D_A_V_entrop	0.901496	0.913666	0.909246	0.907916	0.91118	0.91043	0.912033	0.907371	0.91125	0.909138	0.909835	0.911641	0.908777	0.907689	0.909995	0.909328	0.906088	0.903576	0.904277	0.898582	0.904942	0.908674	0.910165	0.911777	0.907297	0.912626
GgT_wav_db20__D_A_D_energ	1.7955e-005	1.54124e-005	2.08704e-005	1.83319e-005	2.3417e-005	1.59437e-005	3.10192e-005	1.49091e-005	1.28013e-005	2.23985e-005	1.50881e-005	2.98383e-005	2.19509e-005	3.35868e-005	1.27206e-005	2.95367e-005	1.27399e-005	2.84037e-005	7.52158e-006	7.55623e-006	1.37692e-005	8.42548e-006	1.43967e-005	5.23781e-006	9.98877e-006	7.46038e-006
GgT_wav_db20__D_A_D_entrop	0.90011	0.91292	0.910834	0.909472	0.911892	0.911539	0.91222	0.907149	0.91273	0.910489	0.909346	0.910219	0.907743	0.90931	0.909797	0.910252	0.907578	0.904994	0.89806	0.901903	0.904237	0.909304	0.911273	0.910424	0.907706	0.911848
GgT_wav_db20__D_H_A_energ	2.64084e-005	2.70541e-005	3.63625e-005	3.12868e-005	3.21449e-005	2.96339e-005	4.82001e-005	2.5706e-005	2.17146e-005	3.99189e-005	2.23448e-005	4.38689e-005	3.28985e-005	4.27974e-005	2.28445e-005	4.46695e-005	2.27153e-005	4.05635e-005	9.4901e-006	1.23729e-005	2.32192e-005	1.57036e-005	2.7007e-005	9.84141e-006	1.80435e-005	1.35117e-005
GgT_wav_db20__D_H_A_entrop	0.904101	0.910647	0.907351	0.904807	0.910891	0.91123	0.910091	0.90659	0.908614	0.907201	0.908983	0.91067	0.909129	0.910572	0.909134	0.908394	0.906962	0.905765	0.902194	0.899032	0.908549	0.908429	0.910356	0.910151	0.905901	0.910551
GgT_wav_db20__D_H_H_energ	1.91578e-005	2.06884e-005	2.31691e-005	2.04514e-005	2.15395e-005	1.77511e-005	3.32105e-005	1.63467e-005	1.4239e-005	2.55517e-005	1.79073e-005	3.42257e-005	2.42608e-005	3.55572e-005	1.86041e-005	3.29766e-005	1.48667e-005	3.15065e-005	8.95873e-006	8.57075e-006	1.55535e-005	9.55687e-006	1.64436e-005	6.27909e-006	1.16223e-005	8.7967e-006
GgT_wav_db20__D_H_H_entrop	0.900368	0.911429	0.906653	0.904529	0.909026	0.909563	0.910962	0.90797	0.909547	0.907591	0.908089	0.905882	0.904913	0.908313	0.907825	0.906968	0.90453	0.90375	0.89983	0.899833	0.905354	0.907055	0.910283	0.905477	0.904875	0.907989
GgT_wav_db20__D_H_V_energ	2.70467e-005	2.84092e-005	3.6635e-005	3.26033e-005	4.11923e-005	2.98712e-005	5.07036e-005	2.55205e-005	2.20231e-005	4.08845e-005	2.11271e-005	4.52374e-005	3.38003e-005	4.62897e-005	2.35757e-005	4.79133e-005	2.37297e-005	4.38645e-005	1.0353e-005	1.24153e-005	2.3757e-005	1.59532e-005	2.81756e-005	9.90824e-006	1.76528e-005	1.35981e-005
GgT_wav_db20__D_H_V_entrop	0.905475	0.911225	0.909643	0.908843	0.911482	0.911076	0.912527	0.909673	0.912373	0.910397	0.909542	0.910397	0.910179	0.910783	0.912535	0.910899	0.906911	0.908627	0.902638	0.901335	0.909013	0.908702	0.911455	0.90857	0.908222	0.911287
GgT_wav_db20__D_H_D_energ	1.96103e-005	2.06124e-005	2.40984e-005	2.05034e-005	2.75631e-005	1.80216e-005	3.45691e-005	1.68736e-005	1.41611e-005	2.60128e-005	1.71514e-005	3.56764e-005	2.43975e-005	3.69223e-005	1.87459e-005	3.34057e-005	1.48229e-005	3.2147e-005	9.71506e-006	8.93145e-006	1.5899e-005	9.8997e-006	1.72094e-005	6.22399e-006	1.15333e-005	8.48418e-006
GgT_wav_db20__D_H_D_entrop	0.900997	0.911287	0.908509	0.907358	0.907661	0.91091	0.911778	0.906967	0.911041	0.908088	0.908194	0.906772	0.906682	0.909011	0.909719	0.906347	0.905637	0.906265	0.898344	0.901721	0.904798	0.906187	0.910149	0.90899	0.905809	0.911091
GgT_wav_db20__D_V_A_energ	2.58392e-005	2.95637e-005	3.69952e-005	3.13752e-005	3.41575e-005	2.92149e-005	4.8077e-005	2.44805e-005	2.10351e-005	3.90529e-005	2.4922e-005	4.30357e-005	3.26098e-005	4.47844e-005	1.99633e-005	4.44931e-005	2.26816e-005	4.13275e-005	1.09625e-005	1.24199e-005	2.28005e-005	1.61381e-005	2.86789e-005	1.02417e-005	1.81467e-005	1.46968e-005
GgT_wav_db20__D_V_A_entrop	0.904988	0.913335	0.909036	0.907572	0.912899	0.909217	0.912891	0.910029	0.909389	0.907936	0.909791	0.911585	0.909938	0.910648	0.911653	0.90976	0.905901	0.90689	0.90651	0.896676	0.90866	0.90806	0.909028	0.908476	0.906422	0.908314
GgT_wav_db20__D_V_H_energ	2.66807e-005	2.84306e-005	3.88769e-005	3.27971e-005	4.33648e-005	2.96833e-005	5.09074e-005	2.63789e-005	2.18098e-005	4.11266e-005	2.88235e-005	4.67665e-005	3.52071e-005	4.68376e-005	2.45526e-005	4.75795e-005	2.34041e-005	4.6105e-005	1.14882e-005	1.31388e-005	2.48338e-005	1.69215e-005	2.91607e-005	1.05784e-005	1.85152e-005	1.43876e-005
GgT_wav_db20__D_V_H_entrop	0.905716	0.911991	0.909996	0.907226	0.912391	0.911326	0.914158	0.910156	0.909805	0.909794	0.90958	0.912489	0.909376	0.909198	0.909592	0.910615	0.907428	0.906318	0.901088	0.901613	0.910026	0.907441	0.911678	0.90899	0.906182	0.911992
GgT_wav_db20__D_V_V_energ	1.89252e-005	1.74999e-005	2.31604e-005	2.08994e-005	2.30666e-005	1.73651e-005	3.19811e-005	1.58116e-005	1.35705e-005	2.41258e-005	1.93696e-005	3.22836e-005	2.28489e-005	3.46297e-005	1.36502e-005	3.04936e-005	1.41548e-005	2.99362e-005	8.39687e-006	7.93575e-006	1.48519e-005	9.6631e-006	1.59232e-005	5.95985e-006	1.05594e-005	8.19725e-006
GgT_wav_db20__D_V_V_entrop	0.901334	0.910179	0.909037	0.907798	0.910635	0.910737	0.911117	0.906685	0.912137	0.907666	0.905141	0.90758	0.907486	0.90868	0.909888	0.906227	0.90473	0.902088	0.904712	0.899621	0.906635	0.905536	0.908392	0.908938	0.905287	0.910406
GgT_wav_db20__D_V_D_energ	1.92649e-005	1.77875e-005	2.39508e-005	2.13752e-005	2.7128e-005	1.75776e-005	3.29016e-005	1.65475e-005	1.37856e-005	2.62262e-005	2.14422e-005	3.49896e-005	2.46791e-005	3.59866e-005	1.60885e-005	3.29738e-005	1.43187e-005	3.2136e-005	8.95053e-006	8.07518e-006	1.61546e-005	9.93351e-006	1.62989e-005	6.0999e-006	1.07978e-005	8.44997e-006
GgT_wav_db20__D_V_D_entrop	0.902338	0.91157	0.909001	0.906731	0.907734	0.910561	0.913943	0.909311	0.911642	0.906555	0.906339	0.908156	0.906934	0.910215	0.909662	0.907858	0.905633	0.904058	0.901025	0.899935	0.906343	0.904611	0.9109	0.908979	0.905633	0.910524
GgT_wav_db20__D_D_A_energ	5.67079e-005	6.43772e-005	9.9749e-005	8.48515e-005	0.000103381	7.7195e-005	0.000117057	6.72295e-005	5.30508e-005	0.000100283	4.14147e-005	9.4218e-005	7.59358e-005	8.36268e-005	6.40981e-005	0.000109841	6.09489e-005	9.80413e-005	1.83211e-005	3.03528e-005	6.10297e-005	4.38364e-005	7.63095e-005	2.71231e-005	4.48046e-005	3.67505e-005
GgT_wav_db20__D_D_A_entrop	0.907874	0.907282	0.908113	0.902668	0.911632	0.910867	0.911412	0.90762	0.907992	0.908648	0.908696	0.911382	0.910277	0.910742	0.914343	0.910711	0.907371	0.908437	0.9014	0.897518	0.910463	0.907707	0.910513	0.906199	0.906466	0.909507
GgT_wav_db20__D_D_H_energ	3.10477e-005	4.74536e-005	4.51506e-005	3.80232e-005	5.36021e-005	3.50455e-005	5.83578e-005	3.21395e-005	2.4231e-005	4.75746e-005	3.57642e-005	5.5233e-005	4.11797e-005	5.13404e-005	4.20503e-005	5.9187e-005	2.8664e-005	5.7973e-005	1.84539e-005	1.60698e-005	2.9727e-005	2.08691e-005	3.53775e-005	1.26384e-005	2.12594e-005	1.72596e-005
GgT_wav_db20__D_D_H_entrop	0.903624	0.908352	0.907171	0.904263	0.905285	0.909049	0.911127	0.907458	0.909293	0.906683	0.906163	0.909925	0.90806	0.909414	0.908278	0.908206	0.907632	0.908397	0.900789	0.898931	0.907683	0.905639	0.908521	0.901973	0.905286	0.907324
GgT_wav_db20__D_D_V_energ	2.99813e-005	3.11834e-005	4.25077e-005	3.99536e-005	5.12004e-005	3.45368e-005	5.7223e-005	3.09141e-005	2.47326e-005	4.77182e-005	3.44742e-005	5.31432e-005	3.98788e-005	5.18695e-005	2.96486e-005	5.72035e-005	2.75079e-005	5.14613e-005	1.29944e-005	1.4389e-005	2.83747e-005	1.92195e-005	3.35861e-005	1.13205e-005	2.06635e-005	1.55081e-005
GgT_wav_db20__D_D_V_entrop	0.903469	0.909388	0.907849	0.905049	0.907004	0.909403	0.911098	0.906371	0.909693	0.908269	0.907465	0.909406	0.906564	0.909199	0.912665	0.909329	0.905438	0.906229	0.898524	0.898505	0.906231	0.906252	0.908181	0.90719	0.905376	0.909429
GgT_wav_db20__D_D_D_energ	2.08237e-005	2.4279e-005	2.72023e-005	2.41306e-005	3.34731e-005	2.05573e-005	3.85232e-005	1.90861e-005	1.57571e-005	3.03002e-005	2.64889e-005	4.01825e-005	2.93725e-005	3.89003e-005	2.36262e-005	3.82408e-005	1.74016e-005	3.83495e-005	1.29785e-005	9.79436e-006	1.86976e-005	1.21474e-005	1.98863e-005	6.99176e-006	1.29886e-005	9.79368e-006
GgT_wav_db20__D_D_D_entrop	0.89836	0.911546	0.906451	0.905719	0.905552	0.90825	0.909417	0.907159	0.909967	0.905815	0.90404	0.904545	0.901228	0.907239	0.909922	0.907183	0.905084	0.904754	0.896029	0.899041	0.903395	0.903307	0.909714	0.905048	0.903053	0.911136
GgT_multiwav_ghm_l2_L1L1_energ	29.7659	28.5027	28.9558	29.163	27.1783	25.8634	34.6201	26.2325	24.0642	27.5418	30.5538	33.8001	33.6367	32.3643	27.191	29.7973	26.9635	28.3542	26.3809	31.2336	22.3003	19.619	27.7589	15.3049	25.2424	23.9231
GgT_multiwav_ghm_l2_L1L1_entrop	0.983977	0.992135	0.984987	0.983479	0.985362	0.983494	0.992107	0.983515	0.989523	0.985612	0.980619	0.981733	0.981548	0.983477	0.976738	0.984684	0.978148	0.978061	0.975449	0.970565	0.972273	0.971334	0.979941	0.969404	0.969237	0.972334
GgT_multiwav_ghm_l2_L2L1_energ	14.9572	14.3368	14.626	14.6942	13.7757	13.0732	17.4149	13.2448	12.1191	13.9047	15.4615	17.0932	17.0048	16.306	13.8039	15.0842	13.6756	14.3556	13.3185	15.7239	11.3312	9.94992	14.0615	7.72841	12.7406	12.0524
GgT_multiwav_ghm_l2_L2L1_entrop	0.983034	0.99082	0.983207	0.981981	0.982765	0.981469	0.991002	0.981588	0.98822	0.983827	0.978294	0.979869	0.979407	0.981963	0.973847	0.982397	0.975472	0.975729	0.973894	0.969488	0.969378	0.968405	0.977236	0.967405	0.967508	0.970645
GgT_multiwav_ghm_l2_H1L1_energ	0.00348024	0.00526412	0.00743722	0.00636097	0.00741667	0.0059501	0.00448938	0.00569831	0.00352726	0.00593137	0.00755946	0.00677598	0.00723494	0.00468119	0.00848152	0.00770228	0.00736148	0.0070773	0.00380602	0.00439216	0.00628489	0.00532297	0.00878036	0.00267994	0.00513528	0.00448834
GgT_multiwav_ghm_l2_H1L1_entrop	0.835592	0.877589	0.874063	0.865963	0.8753	0.870531	0.861192	0.864289	0.868333	0.857215	0.864039	0.858571	0.869807	0.846241	0.876307	0.875834	0.869713	0.870544	0.82797	0.787486	0.861617	0.856008	0.862168	0.820041	0.827722	0.823836
GgT_multiwav_ghm_l2_H2L1_energ	0.0168386	0.0244266	0.0372437	0.0323143	0.042963	0.0332535	0.0219112	0.0298433	0.0185883	0.0325696	0.039149	0.0346274	0.0378706	0.0219965	0.045584	0.0408381	0.0407249	0.0369084	0.0191298	0.0220664	0.0348521	0.02847	0.0500429	0.0136875	0.0273043	0.023896
GgT_multiwav_ghm_l2_H2L1_entrop	0.80849	0.84598	0.86137	0.849599	0.868332	0.856573	0.837033	0.848217	0.84831	0.833461	0.851392	0.834792	0.847022	0.817858	0.864976	0.861452	0.858463	0.854271	0.801527	0.771002	0.849778	0.848054	0.845181	0.800083	0.81049	0.815406
GgT_multiwav_ghm_l2_H2L2_energ	0.0121441	0.0189548	0.0285985	0.0245097	0.0319	0.0251411	0.0164671	0.0220664	0.0144453	0.0253154	0.0306274	0.024888	0.0267911	0.0156679	0.0336381	0.0312273	0.0296456	0.0279414	0.0132748	0.0147905	0.0263267	0.0205146	0.0373213	0.00996607	0.0196476	0.0166442
GgT_multiwav_ghm_l2_H2L2_entrop	0.828376	0.859364	0.872335	0.861109	0.876977	0.867806	0.849351	0.863805	0.860739	0.846705	0.860478	0.847789	0.856999	0.834201	0.871805	0.868623	0.86691	0.865583	0.819479	0.794416	0.863516	0.861343	0.853564	0.819678	0.831612	0.83585
GgT_multiwav_ghm_l2_H1L2_energ	0.00254642	0.00414646	0.00556762	0.00483365	0.00538777	0.00451977	0.00367957	0.00420044	0.00267439	0.00468332	0.00556126	0.00485588	0.00505736	0.00320915	0.00606667	0.00600052	0.00523705	0.00514473	0.00265941	0.00281271	0.00453052	0.00372406	0.00647313	0.00192029	0.00361816	0.00302217
GgT_multiwav_ghm_l2_H1L2_entrop	0.851905	0.884664	0.881891	0.874779	0.880326	0.879707	0.874307	0.873743	0.875138	0.866858	0.872432	0.868947	0.87693	0.859314	0.879135	0.881265	0.876084	0.877324	0.834903	0.807235	0.871866	0.86869	0.869324	0.838387	0.846639	0.84683
