	ch11.jpg	ch12.jpg	ch13.jpg	ch14.jpg	ch15.jpg	ch21.jpg	ch22.jpg	ch23.jpg	ch24.jpg	ch25.jpg	cc11.jpg	cc12.jpg	cc13.jpg	cc14.jpg	cc21.jpg	cc22.jpg	cc23.jpg	cc24.jpg	pa11.jpg	pa12.jpg	pa13.jpg	pa14.jpg	pa21.jpg	pa22.jpg	pa23.jpg	pa24.jpg
WS_boundary_fractal_std	0.129035	0.110068	0.119836	0.121272	0.117328	0.120851	0.11426	0.122664	0.11432	0.110198	0.11256	0.121296	0.116576	0.130113	0.116566	0.114939	0.118112	0.122706	0.118881	0.125824	0.110321	0.110488	0.105043	0.107827	0.120272	0.120882
WS_boundary_fractal_mean	1.48718	1.46874	1.49789	1.49166	1.52112	1.48507	1.49929	1.49061	1.51148	1.48743	1.52492	1.53877	1.53177	1.52913	1.52012	1.49632	1.51933	1.51856	1.51564	1.4977	1.48222	1.48659	1.48372	1.46429	1.50493	1.50962
WS_boundary_fractal_median	1.47924	1.47406	1.4988	1.48811	1.52052	1.4829	1.49639	1.48845	1.51904	1.48855	1.53092	1.54451	1.53667	1.5373	1.52533	1.49581	1.53013	1.52288	1.51556	1.49316	1.48358	1.48668	1.47925	1.46829	1.49646	1.5133
WS_boundary_fractal_skewness	0.0840855	0.000288837	-0.297983	-0.11995	-0.0585582	-0.052183	-0.140483	-0.0113861	-0.18981	-0.0716106	-0.222791	-0.291447	-0.114941	-0.220421	-0.221301	-0.0791272	-0.419816	-0.274571	-0.256855	-0.0394126	-0.076022	-0.0430401	0.0314813	0.0790116	0.0165554	0.00725689
WS_boundary_fractal_kurtosis	2.39681	2.85848	2.88799	2.95823	2.97174	2.68396	2.92661	2.64696	3.11951	2.95007	3.11862	3.03799	2.91028	2.95146	3.17448	3.02961	3.24847	3.10223	3.05287	2.76719	2.77087	2.74016	2.81313	3.07591	2.68178	2.83043
WS_boundary_fractal_IQR	0.197143	0.153842	0.166616	0.168061	0.157493	0.17439	0.161769	0.178087	0.152504	0.14653	0.15154	0.168626	0.156321	0.188536	0.166566	0.154872	0.160795	0.172337	0.157994	0.178947	0.154896	0.15234	0.14433	0.153483	0.174645	0.16614
WS_bendEnerg_minimum	0.112155	0.185055	0.154213	0.154213	0.112155	0.0771063	0.112155	0.112155	0.137078	0.185055	0.102808	0.0925275	0.12337	0.0949	0.12337	0.12337	0.0973974	0.137078	0.167064	0.176243	0.0949	0.137078	0.12337	0.257021	0.14235	0.13286
WS_bendEnerg_maximum	2.20304	2.39886	2.52909	2.35651	2.416	2.16731	2.4674	2.29116	2.13094	2.4931	2.35525	2.17712	2.40572	2.26178	2.19325	2.38232	2.14274	2.40572	2.29116	2.05617	2.34403	2.33032	2.33032	2.23241	2.09355	2.19325
WS_bendEnerg_std	0.405459	0.359732	0.329415	0.353168	0.352809	0.350986	0.34694	0.371708	0.328208	0.344712	0.336353	0.327536	0.329235	0.336112	0.320959	0.349905	0.329913	0.338155	0.370037	0.361334	0.356425	0.361	0.366502	0.352458	0.35174	0.331792
WS_bendEnerg_mean	0.982899	1.00743	1.00201	0.970309	0.943881	0.95435	0.964369	0.98492	0.930473	0.933243	0.906002	0.892487	0.98291	0.893625	0.931694	0.897229	0.964385	0.93173	0.952449	0.954172	0.936483	0.991413	0.975367	0.907415	0.919714	0.907883
WS_bendEnerg_median	0.90829	0.966011	0.995894	0.928413	0.907817	0.904714	0.925275	0.942683	0.886722	0.891006	0.8541	0.858226	0.95233	0.858226	0.903332	0.845313	0.935911	0.892619	0.937927	0.899876	0.898486	0.954991	0.92709	0.850415	0.876937	0.86359
WS_bendEnerg_skewness	0.635993	0.620354	0.584685	0.752873	0.786359	0.591993	0.634594	0.653676	0.702852	0.774255	0.766437	0.755713	0.674637	0.674891	0.721572	0.824372	0.542954	0.763451	0.491895	0.44848	0.733533	0.686491	0.63893	0.95508	0.641185	0.597029
WS_bendEnerg_kurtosis	2.95235	3.35072	3.98902	3.98165	3.96289	3.20639	3.72407	3.46072	3.63433	3.78929	3.90633	4.15935	3.80138	3.86652	3.82885	3.86747	3.55037	4.18892	3.28536	3.12155	3.93802	3.58503	3.30649	4.06734	3.25851	3.37509
WS_bendEnerg_IQR	0.554624	0.49348	0.41914	0.452098	0.437255	0.482624	0.431667	0.451298	0.429719	0.440324	0.432273	0.4095	0.404183	0.429847	0.426601	0.459212	0.41388	0.418822	0.479106	0.503516	0.480636	0.474905	0.482738	0.42219	0.477158	0.462638
WS_fourierErrHar_1_minimum	0.126078	0.113401	0.114727	0.109158	0.111051	0.0967071	0.106199	0.119005	0.110287	0.0984405	0.106246	0.1071	0.106064	0.0800361	0.105274	0.0950392	0.103096	0.103169	0.119054	0.116981	0.106367	0.122998	0.109342	0.127225	0.0806748	0.102889
WS_fourierErrHar_1_maximum	1.58269	1.00767	1.58185	1.52239	1.29377	1.47852	1.43582	1.17719	1.3301	1.39868	1.04008	1.09328	1.07034	1.2624	1.13527	1.14054	1.07644	1.02177	1.44662	2.73522	1.01721	1.63368	1.27666	1.25	2.07438	1.90768
WS_fourierErrHar_1_std	0.22939	0.113898	0.192754	0.186109	0.153063	0.174109	0.199494	0.167848	0.162148	0.209495	0.178337	0.171883	0.169276	0.19031	0.14408	0.132665	0.175701	0.14677	0.220193	0.360005	0.158507	0.170339	0.166766	0.203172	0.228531	0.218509
WS_fourierErrHar_1_mean	0.283875	0.239473	0.298138	0.281791	0.270436	0.274353	0.303492	0.279951	0.278571	0.298128	0.293882	0.276938	0.284572	0.297839	0.254402	0.254156	0.287407	0.260645	0.317606	0.304232	0.282211	0.278709	0.275966	0.314987	0.249725	0.262411
WS_fourierErrHar_1_median	0.202136	0.196829	0.219985	0.207331	0.211622	0.202164	0.220703	0.209723	0.213217	0.207956	0.21567	0.207331	0.210936	0.213788	0.197634	0.202135	0.208953	0.202423	0.231718	0.19392	0.213268	0.209636	0.207359	0.218685	0.183025	0.190486
WS_fourierErrHar_1_skewness	3.27721	2.45388	2.63588	2.76901	2.02634	2.56846	2.15079	2.0689	2.10112	2.17822	1.78455	2.0021	1.67597	1.76168	1.96182	2.02582	1.70236	2.03671	2.17525	4.13835	1.96378	2.6109	2.24627	1.77176	4.43918	4.2568
WS_fourierErrHar_1_kurtosis	14.974	11.0324	12.5781	12.9186	7.68423	11.0553	8.2735	7.70464	8.09466	8.1212	5.96022	7.03294	5.47082	5.91864	7.09055	7.75774	5.54696	7.34198	8.21537	21.9991	7.0973	13.3572	8.69084	5.71652	26.815	25.2636
WS_fourierErrHar_1_IQR	0.0967849	0.0912198	0.172782	0.149376	0.136099	0.134007	0.180077	0.153235	0.143794	0.170614	0.183999	0.149862	0.181315	0.188448	0.125365	0.1199	0.175361	0.132916	0.190262	0.102683	0.151659	0.14758	0.139386	0.171188	0.0719897	0.108907
WS_fourierErrHar_2_minimum	0.0861766	0.103123	0.104219	0.0977906	0.0987106	0.0969542	0.092803	0.100426	0.098209	0.0834566	0.0846646	0.0970853	0.0962449	0.0804364	0.0932405	0.0945231	0.098252	0.0933583	0.123051	0.105328	0.108019	0.118757	0.0981761	0.122933	0.0770543	0.0894721
WS_fourierErrHar_2_maximum	1.01798	0.884417	1.22881	0.971037	0.825211	0.79236	0.869634	0.777626	0.887946	0.950645	0.789427	0.760818	0.709773	0.82987	0.631977	0.687047	0.643087	0.807594	0.943061	1.31438	0.849996	0.871367	0.8824	0.779023	1.6163	1.4967
WS_fourierErrHar_2_std	0.124414	0.0688295	0.116484	0.111885	0.0799158	0.0968196	0.110269	0.0933352	0.101288	0.126167	0.0979624	0.0942279	0.101617	0.10917	0.0868579	0.0633338	0.103122	0.0901719	0.14449	0.209169	0.0956074	0.0939237	0.098825	0.123446	0.150243	0.142564
WS_fourierErrHar_2_mean	0.228035	0.206563	0.236623	0.229022	0.211567	0.221212	0.234388	0.22685	0.226804	0.237637	0.227747	0.219697	0.228127	0.23342	0.210638	0.203321	0.228926	0.214954	0.255575	0.243553	0.2302	0.22488	0.22727	0.253991	0.212405	0.21746
WS_fourierErrHar_2_median	0.191257	0.189725	0.199665	0.19227	0.187738	0.19154	0.198997	0.196378	0.19478	0.194323	0.195749	0.188871	0.191019	0.191739	0.180587	0.186813	0.192401	0.18714	0.20921	0.1823	0.20054	0.195387	0.197552	0.206716	0.175897	0.183064
WS_fourierErrHar_2_skewness	3.30869	3.24006	3.4037	2.94893	2.31371	2.76445	2.42662	2.10252	2.4242	2.24503	1.95357	1.96427	1.75038	1.75734	1.96754	1.88907	1.76927	2.26327	2.36058	3.65509	2.49349	2.37554	2.58054	1.92146	5.13946	5.18347
WS_fourierErrHar_2_kurtosis	16.1808	22.0294	19.5378	13.8535	11.0769	12.4864	10.2341	8.65692	10.3213	8.2074	7.64664	7.9012	6.14461	6.38295	7.21207	8.75172	5.86692	9.41764	8.94127	16.3506	11.9444	10.5502	11.8906	6.52685	37.3519	37.3692
WS_fourierErrHar_2_IQR	0.0559036	0.0515699	0.0884061	0.0754088	0.0712936	0.0625955	0.0881884	0.0827898	0.0777173	0.0754422	0.0905785	0.0948083	0.104716	0.105485	0.0731006	0.060491	0.0895773	0.0703431	0.1001	0.070209	0.0843999	0.0840177	0.0724605	0.0937842	0.0541698	0.0590708
WS_fourierErrHar_3_minimum	0.0860948	0.0915079	0.0932748	0.0938165	0.0833413	0.0760405	0.084197	0.083818	0.0823656	0.0850438	0.0846621	0.0853	0.0707635	0.0827535	0.0817117	0.0707223	0.0753866	0.0858887	0.0986861	0.0957118	0.0825072	0.0821975	0.0788302	0.0954372	0.0663996	0.0761126
WS_fourierErrHar_3_maximum	0.803304	0.619827	0.857377	0.700837	0.52702	0.606279	0.756257	0.574747	0.594293	0.654555	0.492279	0.510421	0.56993	0.663172	0.558968	0.470297	0.536423	0.557932	0.781471	1.00832	0.692332	0.738535	0.649059	0.691643	1.12683	1.20376
WS_fourierErrHar_3_std	0.09279	0.048755	0.0777229	0.0768405	0.0510262	0.0691503	0.0792326	0.0632108	0.0693627	0.0887303	0.0677051	0.0626706	0.0671463	0.0777756	0.0585824	0.0432538	0.0697094	0.061877	0.101468	0.13048	0.0638251	0.0691279	0.0674564	0.085936	0.110844	0.10854
WS_fourierErrHar_3_mean	0.186628	0.169329	0.1891	0.184886	0.166713	0.179312	0.185458	0.180436	0.180768	0.187974	0.180085	0.176341	0.179117	0.185743	0.17002	0.162256	0.181513	0.171403	0.200298	0.189267	0.185187	0.180522	0.181076	0.199345	0.176014	0.179878
WS_fourierErrHar_3_median	0.163303	0.161877	0.170756	0.166309	0.155912	0.162456	0.164285	0.165162	0.163303	0.163861	0.162476	0.162141	0.161714	0.164164	0.156151	0.155609	0.161667	0.157337	0.16919	0.155772	0.171865	0.165686	0.166707	0.177884	0.153469	0.15864
WS_fourierErrHar_3_skewness	3.50616	3.07509	3.32464	2.97208	1.85325	2.7514	2.79313	2.26187	2.34715	2.44663	1.97923	1.80144	1.79938	2.1992	2.11961	1.77842	1.87668	2.41058	3.01271	4.09384	2.51751	2.95135	2.50906	2.46201	4.69741	5.34323
WS_fourierErrHar_3_kurtosis	18.61	21.2533	19.5618	14.9695	8.74681	12.9932	13.9275	10.4185	10.3952	9.56953	7.63221	7.17576	7.36459	9.85233	9.46508	9.30898	7.20767	11.0898	14.6755	21.7849	13.375	17.0079	11.9011	11.1461	30.3851	39.1033
WS_fourierErrHar_3_IQR	0.0550595	0.0479713	0.0550343	0.0551734	0.0552679	0.0530052	0.0625377	0.0546124	0.0539284	0.0567334	0.0578593	0.0632914	0.0672558	0.0655924	0.0514054	0.0474091	0.0633927	0.0525797	0.0723997	0.0537694	0.0532958	0.0552236	0.0528919	0.0540971	0.0534909	0.0515011
WS_fourierErrHar_4_minimum	0.0832011	0.0836024	0.0853745	0.0812891	0.076515	0.0763628	0.0782664	0.0855698	0.0791352	0.0765171	0.0719963	0.0803026	0.0718274	0.079177	0.0705293	0.0707653	0.0748047	0.076287	0.0922198	0.08309	0.0806243	0.0758203	0.0720349	0.0809069	0.0631503	0.0772131
WS_fourierErrHar_4_maximum	0.692848	0.524965	0.713597	0.61544	0.388476	0.486219	0.601786	0.503299	0.515896	0.562567	0.418505	0.439172	0.447434	0.558255	0.529832	0.369967	0.434113	0.488773	0.742485	0.699819	0.493739	0.593868	0.45958	0.666917	0.875013	0.998623
WS_fourierErrHar_4_std	0.0743078	0.0400922	0.0605982	0.0642151	0.0417922	0.052755	0.0612072	0.0520148	0.0542023	0.066138	0.0520463	0.0500028	0.0523288	0.0589114	0.0466177	0.0363383	0.0527298	0.0491804	0.0796755	0.0948469	0.0488953	0.0528834	0.0513203	0.0710398	0.0837228	0.0901622
WS_fourierErrHar_4_mean	0.173586	0.159555	0.171001	0.170072	0.153406	0.165551	0.168252	0.16676	0.164438	0.171803	0.162076	0.16019	0.162084	0.167708	0.155213	0.1506	0.163755	0.156934	0.180647	0.174158	0.169142	0.165952	0.167423	0.184776	0.163744	0.167554
WS_fourierErrHar_4_median	0.158407	0.155186	0.16108	0.157113	0.145892	0.156221	0.155223	0.157324	0.15381	0.157292	0.150999	0.151858	0.152608	0.156133	0.147417	0.14707	0.152691	0.148024	0.162322	0.150112	0.161213	0.155245	0.160023	0.170479	0.149543	0.15336
WS_fourierErrHar_4_skewness	3.23351	2.30724	3.12289	2.93445	1.40248	2.31866	2.39691	2.29353	2.1768	2.17669	1.69905	1.54729	1.51267	1.87778	2.01597	1.20275	1.63856	2.12458	3.17735	3.37372	1.99365	2.29043	2.02176	2.79299	4.47432	5.54903
WS_fourierErrHar_4_kurtosis	17.3974	16.5465	19.0033	15.3177	6.29609	11.4018	11.8904	12.193	10.3099	9.19276	7.16193	6.80948	6.58337	9.10383	11.2316	6.64019	6.70323	11.0465	18.0737	15.7434	10.5631	13.2669	9.73122	15.7985	29.5221	42.9488
WS_fourierErrHar_4_IQR	0.0536781	0.044188	0.0496505	0.0515133	0.0508191	0.0483205	0.0578983	0.0524902	0.050903	0.057509	0.0542792	0.0564213	0.0577971	0.0611157	0.0479556	0.044254	0.054789	0.0489952	0.0609069	0.0552355	0.049678	0.0534199	0.0521296	0.0542064	0.050325	0.0515553
WS_fourierErrHar_5_minimum	0.0748051	0.0807788	0.0763613	0.0761105	0.0737933	0.0662156	0.0688726	0.0780986	0.0710938	0.0760551	0.0674892	0.0669589	0.0646871	0.0676384	0.0695355	0.0664724	0.0613792	0.0698791	0.0843117	0.0822207	0.0776457	0.0699768	0.0708541	0.0727721	0.0586845	0.0680781
WS_fourierErrHar_5_maximum	0.491459	0.432709	0.530745	0.501954	0.36979	0.467001	0.586475	0.41619	0.409166	0.438438	0.382199	0.333822	0.400019	0.406776	0.336066	0.331001	0.383206	0.466504	0.695204	0.649002	0.420812	0.491451	0.428479	0.51177	0.843189	0.873334
WS_fourierErrHar_5_std	0.0633122	0.0377387	0.0540243	0.0550175	0.0397754	0.0477904	0.0528809	0.0457496	0.0471643	0.0554336	0.0449254	0.0443709	0.045797	0.0492593	0.0403483	0.0356043	0.0459607	0.0448475	0.0685627	0.0790955	0.0435015	0.0467693	0.0461106	0.0576593	0.0776531	0.0712377
WS_fourierErrHar_5_mean	0.164624	0.152632	0.160407	0.159836	0.144825	0.156645	0.156965	0.15618	0.154488	0.160716	0.151149	0.150386	0.151485	0.156408	0.146536	0.143288	0.153108	0.148511	0.167901	0.164772	0.159202	0.155692	0.15761	0.17172	0.15742	0.158814
WS_fourierErrHar_5_median	0.155033	0.148516	0.153128	0.149775	0.138034	0.149904	0.147552	0.149091	0.1469	0.150621	0.145045	0.144945	0.144861	0.148626	0.140527	0.139636	0.145945	0.142535	0.154652	0.146756	0.154268	0.148506	0.152812	0.16154	0.144564	0.147781
WS_fourierErrHar_5_skewness	2.53348	1.49842	2.55038	2.35128	1.26496	1.94158	2.12094	1.72456	1.67655	1.74899	1.25694	1.11969	1.15428	1.20842	1.20119	0.852049	1.3195	1.96144	3.38404	3.14439	1.50246	1.71024	1.62734	1.80257	4.43746	4.53912
WS_fourierErrHar_5_kurtosis	12.1307	9.45399	14.0317	11.5748	5.85827	9.7666	11.8276	8.67316	7.80852	7.23185	5.746	4.82862	5.10012	5.19034	5.56818	4.72522	5.7842	11.4515	22.3046	15.5835	8.17405	9.63353	8.41893	8.39303	30.2494	34.6266
WS_fourierErrHar_5_IQR	0.0579795	0.0463551	0.0512186	0.0524564	0.0502902	0.0511163	0.0560655	0.04987	0.0520893	0.0574623	0.0529218	0.0541107	0.0547576	0.0596477	0.0463734	0.045195	0.0536378	0.0497961	0.0597511	0.0564289	0.0539396	0.0527461	0.0514464	0.0577743	0.0527912	0.0533964
WS_fourierErrHar_6_minimum	0.073315	0.0764588	0.0746911	0.0705397	0.0678332	0.0657971	0.066315	0.0752914	0.0631279	0.0701549	0.0691484	0.0649798	0.0638301	0.0641423	0.0685299	0.0664921	0.057614	0.065657	0.0769648	0.0793558	0.0760595	0.0618975	0.0661073	0.0699293	0.0565746	0.0629804
WS_fourierErrHar_6_maximum	0.475062	0.341383	0.48929	0.497283	0.324749	0.360238	0.529155	0.416885	0.370814	0.401572	0.388363	0.333996	0.353813	0.345872	0.3196	0.33204	0.345246	0.441004	0.668367	0.577828	0.370629	0.402225	0.391286	0.47049	0.828031	0.59397
WS_fourierErrHar_6_std	0.0588421	0.0363079	0.0500858	0.0525003	0.0387623	0.0430882	0.0492332	0.0437224	0.043061	0.049296	0.0420825	0.0429327	0.0427483	0.0459552	0.038824	0.0362525	0.041389	0.0425868	0.0640758	0.0715561	0.0408832	0.0440699	0.0419877	0.0514345	0.0733962	0.0614035
WS_fourierErrHar_6_mean	0.160458	0.149154	0.154555	0.154918	0.140787	0.151721	0.151095	0.151316	0.149003	0.15478	0.14528	0.145483	0.14542	0.150507	0.142011	0.139858	0.146697	0.143641	0.162067	0.160593	0.153706	0.150318	0.15256	0.165153	0.154272	0.15427
WS_fourierErrHar_6_median	0.152374	0.146466	0.149057	0.145693	0.13466	0.14667	0.143666	0.145397	0.142963	0.145819	0.141114	0.14089	0.140201	0.142569	0.137134	0.136076	0.140953	0.138065	0.151789	0.146392	0.149188	0.145278	0.149234	0.159036	0.143227	0.143949
WS_fourierErrHar_6_skewness	2.36006	0.825921	2.20626	2.1292	1.03594	1.23353	1.70815	1.47549	1.32519	1.39135	1.02905	1.00645	0.994681	0.991782	0.989531	0.77972	0.998305	1.61587	3.49086	2.83908	1.09446	1.27229	1.22536	1.49363	4.63239	3.37319
WS_fourierErrHar_6_kurtosis	11.6561	4.66292	12.3248	10.7974	4.61995	5.75917	9.28699	7.5678	6.3861	5.92787	5.19003	4.60001	4.59732	4.31002	4.72679	4.41478	4.7424	9.18404	24.4458	13.7546	6.07039	6.52955	6.7729	7.43179	34.157	20.6725
WS_fourierErrHar_6_IQR	0.0595795	0.0483577	0.0538179	0.0542252	0.0507103	0.0531237	0.0582009	0.0525282	0.0519094	0.0590786	0.0520727	0.0530535	0.0515413	0.0607612	0.0484141	0.0479034	0.0525018	0.0517912	0.058027	0.0537699	0.0548817	0.0559846	0.0497431	0.0598671	0.0547131	0.0525276
WS_fourierErrHar_7_minimum	0.0707829	0.0696517	0.070387	0.0664364	0.0597634	0.0631696	0.0649905	0.0660915	0.0583336	0.0650394	0.0587877	0.0621	0.0594453	0.0636634	0.0664098	0.062376	0.0536089	0.0590626	0.076309	0.0738645	0.0701484	0.0608933	0.0650915	0.0669402	0.0545201	0.0573473
WS_fourierErrHar_7_maximum	0.464301	0.323443	0.469516	0.493794	0.320614	0.357748	0.45199	0.41701	0.336852	0.376424	0.389656	0.333702	0.318736	0.338	0.318331	0.330195	0.329553	0.431999	0.63731	0.55932	0.358094	0.368359	0.392157	0.388171	0.717843	0.549394
WS_fourierErrHar_7_std	0.0576164	0.0368758	0.048434	0.0501494	0.0389568	0.0424922	0.0468905	0.0428691	0.0413533	0.0464763	0.0411888	0.0429166	0.0422128	0.0442223	0.0385005	0.0372087	0.0397724	0.0421024	0.0605077	0.0679677	0.0403336	0.0431125	0.0411598	0.0484708	0.068355	0.0557024
WS_fourierErrHar_7_mean	0.1578	0.146751	0.150654	0.15128	0.138005	0.148941	0.147037	0.147623	0.145311	0.150802	0.141005	0.142399	0.141951	0.146256	0.139142	0.137658	0.142629	0.140657	0.1571	0.157991	0.150044	0.14678	0.149119	0.160435	0.151902	0.150954
WS_fourierErrHar_7_median	0.151735	0.144921	0.146017	0.142156	0.131739	0.145116	0.140549	0.142077	0.139486	0.142662	0.137058	0.136763	0.137068	0.140677	0.135204	0.133976	0.137698	0.135778	0.149483	0.143337	0.146313	0.142515	0.147693	0.157499	0.14299	0.142337
WS_fourierErrHar_7_skewness	2.29109	0.647705	1.91261	1.89078	0.981428	1.0372	1.29294	1.25181	1.03263	1.1441	0.950511	0.997585	0.944345	0.889395	0.856004	0.725709	0.87373	1.44178	3.48426	2.73566	0.796931	1.04633	1.0091	1.11048	4.24208	2.79214
WS_fourierErrHar_7_kurtosis	11.5453	3.86968	10.3697	9.93487	4.42328	4.99762	6.53927	6.68885	4.9609	5.02812	5.23324	4.62314	4.36967	4.05558	4.24509	4.19217	4.43054	8.206	25.3233	13.4767	4.58252	5.252	5.80513	5.31169	30.057	16.7302
WS_fourierErrHar_7_IQR	0.0596518	0.0521727	0.0560048	0.0555011	0.051273	0.0539168	0.0595726	0.0545972	0.0509181	0.0600542	0.0508219	0.0539692	0.0521319	0.0599193	0.0503288	0.049382	0.0508726	0.0532894	0.0598053	0.0546458	0.0578296	0.0549245	0.0529622	0.0582994	0.0556415	0.0531668
WS_fourierErrHar_8_minimum	0.0696114	0.0693996	0.0693642	0.062879	0.0601823	0.0613018	0.0626092	0.0655626	0.0581552	0.0572485	0.0582081	0.0606083	0.0591935	0.0633957	0.0616302	0.0617886	0.0538669	0.0579698	0.0767963	0.0687271	0.0673069	0.0595454	0.0626207	0.0676041	0.0535842	0.0560978
WS_fourierErrHar_8_maximum	0.460851	0.285243	0.470666	0.492521	0.325413	0.357695	0.419402	0.416557	0.33971	0.34306	0.388911	0.333661	0.319494	0.33639	0.319454	0.330252	0.317326	0.432311	0.631991	0.475802	0.338763	0.359471	0.392727	0.337692	0.718131	0.516705
WS_fourierErrHar_8_std	0.0556781	0.0367883	0.0480159	0.0497382	0.0392547	0.041939	0.0460019	0.043126	0.0410842	0.0449731	0.0411708	0.0428686	0.042153	0.0440741	0.0384444	0.0379021	0.0395057	0.0419373	0.0600518	0.0605209	0.0407388	0.0428221	0.0409914	0.0469246	0.0645549	0.0538064
WS_fourierErrHar_8_mean	0.155907	0.145375	0.14821	0.149002	0.136369	0.147091	0.144507	0.145658	0.143071	0.148389	0.138559	0.140228	0.13928	0.143836	0.13735	0.136463	0.139839	0.138654	0.154396	0.15518	0.148061	0.14452	0.147042	0.157647	0.150239	0.149458
WS_fourierErrHar_8_median	0.151194	0.14278	0.144605	0.140442	0.130398	0.143978	0.139877	0.140534	0.137444	0.141616	0.134051	0.134501	0.134691	0.139408	0.134312	0.133067	0.134201	0.133575	0.149036	0.142085	0.144557	0.140479	0.146496	0.153074	0.142773	0.141486
WS_fourierErrHar_8_skewness	2.10924	0.463572	1.73983	1.82853	0.930572	0.904416	1.10135	1.17792	0.895527	0.974737	0.943883	1.00035	0.936384	0.869233	0.822509	0.693768	0.820851	1.36775	3.49958	2.12276	0.67343	0.934935	0.89804	0.932313	4.07349	2.5319
WS_fourierErrHar_8_kurtosis	10.8001	3.17718	9.55519	9.92032	4.3118	4.60372	5.53633	6.4453	4.43461	4.45278	5.30035	4.71714	4.3126	4.03511	4.20035	4.07189	4.17803	7.83085	25.6915	9.54933	3.95768	4.86223	5.531	4.56656	29.47	14.8309
WS_fourierErrHar_8_IQR	0.0591606	0.0532306	0.0579136	0.0573542	0.0527768	0.0551752	0.0603199	0.0549129	0.0539822	0.0595665	0.0527975	0.0538811	0.0544105	0.0579338	0.051374	0.051324	0.0508481	0.05401	0.0599306	0.0562178	0.0597092	0.0553881	0.0539677	0.0591375	0.0559472	0.0552489
WS_fourierErrHar_9_minimum	0.0687983	0.068166	0.0670219	0.0618449	0.0591151	0.0608924	0.0592819	0.0580232	0.057215	0.0549204	0.0573372	0.0590883	0.0585146	0.063444	0.0601683	0.0584593	0.0525943	0.0560627	0.0743873	0.0667336	0.066014	0.0577471	0.0599789	0.0673962	0.0518669	0.0552931
WS_fourierErrHar_9_maximum	0.46356	0.284534	0.470351	0.49184	0.326971	0.359016	0.389495	0.418583	0.343913	0.328347	0.386423	0.333577	0.31881	0.334807	0.320839	0.329765	0.314404	0.431748	0.634238	0.472704	0.294449	0.340212	0.392804	0.335594	0.717926	0.512749
WS_fourierErrHar_9_std	0.0551504	0.0372087	0.047972	0.0495274	0.0397908	0.0418297	0.0456926	0.0433626	0.0407253	0.0438663	0.0414082	0.0433307	0.042429	0.0442468	0.0388613	0.0385974	0.0395722	0.042079	0.0601916	0.0590818	0.040842	0.0431718	0.0410764	0.0464016	0.0621297	0.0520667
WS_fourierErrHar_9_mean	0.154773	0.144355	0.146555	0.147417	0.135361	0.145934	0.142828	0.14424	0.141425	0.14633	0.136934	0.138732	0.137507	0.142079	0.136041	0.135644	0.1381	0.137351	0.152708	0.1539	0.14651	0.1431	0.145651	0.155453	0.149125	0.148187
WS_fourierErrHar_9_median	0.149674	0.14261	0.142979	0.139784	0.128995	0.142925	0.137832	0.139686	0.136162	0.140679	0.132848	0.133058	0.131844	0.137691	0.132819	0.13206	0.1319	0.132454	0.146706	0.142494	0.143326	0.139801	0.144717	0.151372	0.141687	0.141061
WS_fourierErrHar_9_skewness	2.05644	0.388896	1.63121	1.78778	0.909888	0.841083	0.989908	1.09475	0.8019	0.852547	0.93583	1.00243	0.937816	0.872185	0.813168	0.652803	0.793566	1.3122	3.53774	2.06919	0.520506	0.879723	0.83179	0.861375	3.949	2.36658
WS_fourierErrHar_9_kurtosis	10.7269	2.99244	9.12642	9.97603	4.26528	4.47397	4.98357	6.19909	4.13493	4.05694	5.27095	4.72607	4.30997	4.07527	4.1462	3.94553	4.01858	7.55489	26.1974	9.56373	3.29329	4.60132	5.34801	4.42903	29.6196	14.256
WS_fourierErrHar_9_IQR	0.0595822	0.0535154	0.0590794	0.0587664	0.0534036	0.0558889	0.061107	0.0561764	0.0548195	0.058931	0.0537253	0.0540098	0.0553684	0.057691	0.0533202	0.0527138	0.0524663	0.0541715	0.0598076	0.0564769	0.0613778	0.056669	0.0554353	0.0599383	0.0560322	0.0565948
WS_fourierErrHar_10_minimum	0.0681161	0.0660328	0.0632509	0.061781	0.0561257	0.0604777	0.0589053	0.0570456	0.0572605	0.0544951	0.0563442	0.0572607	0.0577657	0.0628035	0.0588626	0.0583696	0.0526039	0.0557167	0.0729385	0.0609559	0.0652527	0.056996	0.0593968	0.0671614	0.0515299	0.0553221
WS_fourierErrHar_10_maximum	0.463077	0.284022	0.469481	0.491802	0.328099	0.360146	0.377753	0.419247	0.346484	0.32182	0.386169	0.33375	0.318551	0.334437	0.320516	0.330313	0.312111	0.42839	0.63467	0.472067	0.294477	0.335128	0.39282	0.336663	0.718704	0.48106
WS_fourierErrHar_10_std	0.0547967	0.0376414	0.0479519	0.0497237	0.0401988	0.0420136	0.0453873	0.0434834	0.0407225	0.0438645	0.0417076	0.043873	0.0428776	0.0445262	0.0393674	0.0390874	0.0398284	0.0423961	0.0598948	0.0579491	0.0412773	0.0433231	0.0414268	0.0462517	0.061565	0.0501563
WS_fourierErrHar_10_mean	0.154075	0.143777	0.145423	0.146684	0.134691	0.145094	0.141529	0.143064	0.140283	0.14518	0.135948	0.137741	0.136363	0.140968	0.13526	0.135103	0.136806	0.136446	0.151275	0.153115	0.14551	0.142179	0.144765	0.153736	0.148701	0.147064
