	ch11.jpg	ch12.jpg	ch13.jpg	ch14.jpg	ch15.jpg	ch41.jpg	ch42.jpg	ch43.jpg	ch44.jpg	ch45.jpg	ch46.jpg	cc11.jpg	cc12.jpg	cc13.jpg	cc14.jpg	cc41.jpg	cc42.jpg	cc43.jpg	cc44.jpg	pa11.jpg	pa12.jpg	pa13.jpg	pa14.jpg	pa41.jpg	pa42.jpg	pa43.jpg	pa44.jpg
BT_G_bin42	0.000313646	0.000659008	0.000326349	0.000227789	0.00012252	0.000147186	0.000143416	0.00114579	0.000144215	0.000329958	0.000165537	0	0.000343873	0.000319797	0.000474866	0.000342487	0.000290304	0.000432092	0.00148726	0.000270955	0.000400398	0.000180866	0.00012488	0.00586496	0.00308172	0.00195483	0.00175865
BT_G_bin43	0.000175252	0.000385116	0.000137833	0.000100519	5.80316e-005	0.000145855	6.19015e-005	0.000751444	8.3721e-005	0.000238789	9.56103e-005	1.15859e-005	0.000102501	0.000109927	0.000116634	0.000275625	0.000205916	0.00034816	0.000916815	9.92044e-005	0.000315665	9.48541e-005	0.000113771	0.00546412	0.0028822	0.00171219	0.00149118
BT_G_bin44	8.65664e-005	0.000272763	6.76817e-005	7.77403e-005	3.60904e-005	6.86635e-005	2.23275e-005	0.000595726	2.32916e-005	0.000156487	0.000104711	5.79294e-006	2.54693e-005	9.2323e-006	1.07518e-005	0.000295163	0.000131933	0.000301916	0.000830772	9.43708e-006	0.000254971	5.99112e-005	0.000114797	0.00514724	0.00240216	0.00163436	0.00124406
BT_G_bin45	4.23011e-005	0.000204087	0	2.63435e-005	0	6.91072e-005	8.13445e-006	0.000405226	0	0.000131356	2.82512e-005	0	0	1.62829e-005	0	0.000185863	0.000123848	0.000190587	0.000716808	9.11577e-006	0.000237419	3.18555e-005	7.52319e-005	0.00460125	0.00219492	0.0013295	0.0010633
BT_G_bin46	1.40718e-005	0.000154381	0	7.29874e-006	7.3551e-006	6.95509e-005	0	0.000334061	8.15336e-006	0.000104517	1.83598e-005	0	0	5.42764e-006	0	0.000132754	8.18682e-005	0.000195632	0.000597307	0	0.000201453	1.94184e-005	4.24975e-005	0.00442573	0.00200383	0.00108388	0.00078489
BT_G_bin47	2.3453e-005	5.08167e-005	0	7.29874e-006	0	5.16086e-005	1.54485e-005	0.000326667	0	7.68139e-005	3.67196e-006	0	0	1.62829e-005	0	0.000109017	0.000116083	0.000235014	0.000495305	0	0.000157764	2.79545e-005	5.19924e-005	0.00414402	0.00163116	0.00104202	0.000833212
BT_G_bin48	4.69061e-006	1.70289e-005	0	0	0	6.82198e-005	0	0.000236095	0	9.3377e-005	3.67196e-006	0	0	0	0	0.000130687	6.67866e-005	0.000140594	0.00044472	0	0.00015459	4.53195e-006	3.18731e-005	0.00405177	0.00152634	0.000932327	0.00073338
BT_G_bin49	0	2.52683e-005	0	7.29874e-006	0	9.42459e-005	0	0.000192915	0	7.90551e-005	0	0	0	5.42764e-006	0	7.96414e-005	0.000113555	0.000128926	0.000462616	0	0.000143836	1.62707e-005	4.77426e-005	0.00366435	0.00147245	0.00102642	0.000734115
BT_G_bin50	4.69061e-006	8.2394e-006	0	0	0	8.66059e-005	0	0.000160031	0	9.39516e-005	0	0	0	5.42764e-006	0	9.2557e-005	6.21583e-005	9.52401e-005	0.000251099	0	0.000116604	4.08908e-006	4.24975e-005	0.00342716	0.00113368	0.000752341	0.000591941
BT_G_bin51	4.69061e-006	8.78951e-006	0	0	0	5.20523e-005	0	7.5902e-005	0	6.36448e-005	0	0	0	2.17106e-005	0	4.93319e-005	9.13866e-005	0.000133765	0.000350826	0	0.000117834	1.16919e-005	1.6999e-005	0.00377004	0.00114699	0.00079166	0.000577053
BT_G_bin52	0	0	0	0	0	6.95509e-005	0	6.86814e-005	0	6.08254e-005	0	0	0	5.42764e-006	0	7.39929e-005	4.62401e-005	0.000117284	0.000229361	0	8.57925e-005	1.07124e-005	1.48741e-005	0.00305643	0.000917462	0.000611965	0.00056731
BT_G_bin53	4.69061e-006	0	0	0	0	8.57185e-005	0	1.81989e-005	0	3.50046e-005	0	0	0	1.08553e-005	0	7.18958e-005	3.43641e-005	4.98549e-005	0.000260499	0	5.80113e-005	6.13361e-006	8.4995e-006	0.00304396	0.000969624	0.000679599	0.000482342
BT_G_bin54	0	8.78951e-006	0	0	0	4.35248e-005	0	3.48413e-005	0	3.50046e-005	0	0	0	1.08553e-005	0	6.33116e-005	4.31541e-005	0.00010558	0.000140804	0	5.07274e-005	1.2757e-005	6.37462e-006	0.0026845	0.000787394	0.000725585	0.000500631
BT_G_bin55	0	8.78951e-006	0	0	0	5.16086e-005	0	2.09048e-005	0	2.86402e-005	0	0	0	5.42764e-006	0	6.27674e-005	3.5628e-005	8.89957e-005	0.000105579	0	5.03384e-005	6.62335e-006	8.4995e-006	0.00238054	0.000782763	0.000588944	0.000452786
BT_G_bin56	0	0	0	0	0	3.45536e-005	0	2.7873e-005	0	1.59112e-005	0	0	0	0	0	2.29399e-005	2.24881e-005	8.33309e-005	4.98827e-005	0	3.34078e-005	6.13361e-006	2.12487e-006	0.00224356	0.000649667	0.000656492	0.000400843
BT_G_bin57	0	0	0	0	0	5.11649e-005	0	2.09048e-005	0	3.18224e-006	0	0	0	0	0	5.87103e-006	1.59182e-005	8.33309e-005	7.48164e-005	0	4.3003e-005	2.04454e-006	0	0.00212595	0.000534368	0.000584815	0.000321911
BT_G_bin58	0	0	0	0	0	6.95509e-005	0	3.48413e-005	0	0	0	0	0	1.08553e-005	0	1.15607e-005	2.12242e-005	3.89356e-005	5.26979e-005	0	1.55185e-005	2.04454e-006	0	0.00194165	0.000527882	0.000490656	0.000196554
BT_G_bin59	0	0	0	0	0	4.30811e-005	0	2.09048e-005	0	0	0	0	0	0	0	0	0	5.00601e-005	8.46529e-006	0	2.06913e-005	0	0	0.00173691	0.000514381	0.000622832	0.000131789
BT_G_bin60	0	0	0	0	0	5.16086e-005	0	6.96825e-006	0	0	0	0	0	0	0	1.17421e-005	0	4.44978e-005	1.69252e-005	0	2.07886e-005	0	0	0.00133617	0.000411805	0.000457912	7.78785e-005
BT_G_bin61	0	0	0	0	0	2.55824e-005	0	0	0	0	0	0	0	0	0	0	0	2.78112e-005	4.2313e-006	0	7.61336e-006	0	0	0.00112301	0.000312614	0.000141158	4.49946e-005
BT_G_bin62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.56223e-006	0	0	0	0	0	0.000690676	0.00010396	0.000109741	1.24891e-005
BT_G_bin63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000237643	3.1806e-005	4.66085e-005	0
BT_G_bin64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.27838e-006	0	0	0
BTo_voronoi_area_minimum	393.985	399.729	553.134	401.769	446.692	654.712	805.838	467.627	660.226	442.382	435.975	372.704	515.613	456.243	510.865	737.617	331.225	625.438	621.809	373.993	357.239	367.445	201.444	169.658	258.288	354.336	651.328
BTo_voronoi_area_maximum	1.14332e+007	527466	2.98696e+006	2.08939e+007	2.53716e+006	6.75998e+006	2.11833e+006	3.05822e+007	6.39419e+006	3.06018e+007	9.24949e+006	2.14733e+006	2.48975e+007	4.28116e+006	1.91646e+006	3.52222e+007	1.78041e+006	5.73318e+006	1.64792e+007	1.07919e+007	2.22185e+006	1.90486e+007	5.18401e+006	6.87206e+006	2.41803e+006	1.97328e+007	5.22404e+006
BTo_voronoi_area_std	528226	41226.3	155102	988911	111140	349967	149198	1.575e+006	444216	1.31777e+006	379629	145368	924794	252797	132302	2.02437e+006	124702	264664	786449	461116	102717	720969	184997	401036	197242	810493	244119
BTo_voronoi_area_mean	52905.1	9206.82	18657.3	63120.4	12421.1	28254.8	25262.8	93629.2	59613.5	98272.3	31913.3	19125	64968.4	27912	23526.5	161700	20993.6	22539.8	51106.3	31136.4	13817.2	48995.2	16118.8	42953.6	27906.3	47263.7	26057.7
BTo_voronoi_area_median	2853.99	2457.53	3353.35	2967.16	2230.09	2320.82	2623.26	3322.96	2496.32	1956.52	2012.98	1630.02	1734.28	1802.27	2128.86	3543.69	2999.71	3120.41	3242.42	1613.21	1698.17	1806.96	1775.73	1956.75	1763.54	2376.65	2560.19
BTo_voronoi_area_skewness	19.539	9.11674	17.2959	20.8475	19.6896	17.9209	10.1924	19.3177	9.99473	19.2748	20.8395	11.9756	23.4062	13.8313	9.305	15.3445	10.8138	21.2272	20.7426	22.3302	16.0717	23.1034	25.9398	14.2566	9.70418	23.8588	18.1207
BTo_voronoi_area_kurtosis	416.665	96.1954	325.065	439.465	428.512	337.98	120.499	374.448	112.519	407.605	480.313	159.729	604.569	208.952	103.263	247.698	135.478	458.254	433.712	518.253	308.34	584.641	720.354	220.753	102.744	579.141	370.535
BTo_voronoi_area_IQR	2664.95	1584.3	2829.59	2793.32	1599.43	1841.94	2541.1	3276.15	2114.52	1343.63	1554	1101.67	1175.92	1103.49	1698.66	3108.27	2134.79	2467.39	2793.45	1111.65	1826.35	1211.28	1199.67	2032.4	1418.51	2152.66	2092.08
BTo_voronoi_peri_minimum	39	34	33	52	39	48	52	42	34	56	27	43	24	23	18	45	15	48	33	33	35	16	18	39	49	26	37
BTo_voronoi_peri_maximum	2069	1712	1384	1447	2625	1694	1577	1296	1945	2409	2378	2876	2681	2478	2370	1339	1372	1293	1344	2585	2532	2931	2413	2754	2248	2145	1630
BTo_voronoi_peri_std	367.191	295.998	224.114	241.493	364.959	322.697	288.19	240.1	337.662	423.607	395.701	504.731	450.419	454.063	389.585	230.993	273.944	243.98	248.876	479.134	452.708	458.029	464.929	439.656	448.384	311.241	310.004
BTo_voronoi_peri_mean	611.394	622.292	463.95	495.933	701.593	662.586	573.045	440.403	655.458	831.585	781.661	1007.08	920.107	878.182	743.506	445.452	529.861	505.943	489.553	934.125	830.65	903.281	898.275	818.532	876.409	646.172	610.695
BTo_voronoi_peri_median	554.5	602	433	478.5	673	635	555.5	402	631	778	757.5	1001	891.5	836.5	712.5	417	505	475	473	900	784	857	872	794	831	626	580
BTo_voronoi_peri_skewness	1.15388	0.519662	0.709234	0.531778	0.731089	0.503279	0.426875	0.789711	0.618262	0.612319	0.429991	0.439829	0.472775	0.464932	0.51482	0.616211	0.486005	0.523033	0.442002	0.387756	0.68481	0.46993	0.474015	0.607435	0.452326	0.5577	0.578759
BTo_voronoi_peri_kurtosis	4.43334	3.34279	3.79623	3.07736	4.05774	2.91692	2.82466	3.43458	3.14978	3.32209	2.91526	2.85666	2.96398	2.74722	3.18177	3.47315	3.03647	2.93257	2.8057	2.59217	3.37816	2.97787	2.87341	3.43329	2.64343	3.57815	2.97803
BTo_voronoi_peri_IQR	427	406.5	302.5	348	495	440.5	409	321	461.75	584	583	712.25	635	660.5	550	332	368	352.25	362.25	738	633	661	654.5	631.75	675.5	439.25	426.75
BTo_voronoi_side_lengths_minimum	0.0515954	0.261779	0.0408286	0.00398743	0.0195433	0.0424884	0.017681	0.039648	0.0979457	0.0122474	0.00122048	0.0178734	0.0340788	0.0261336	0.0281463	0.085847	0.128433	0.0729017	0.21299	0.0153797	0.0172259	0.0424627	0.0586071	0.0208351	0.00651136	0.0425547	0.0507122
BTo_voronoi_side_lengths_maximum	97983.3	8893.97	32779.9	264126	41338	91550.5	27762.2	285747	66314.1	415063	212694	31026.6	213332	48485	48164.7	401170	21473	82712	181467	166644	28175.1	364554	56430.5	65631.7	27491.8	173816	55750.2
BTo_voronoi_side_lengths_std	3131.98	359.033	1033.73	7382.19	1060.87	2722.71	1052.68	8712.89	2820.91	9545.66	4764.89	1227.44	4730.53	1765.64	1446.45	13120.7	846.737	2248.65	5133.42	4145.56	868.174	7914.96	1217.69	2352.86	1211.23	3961.85	1531.4
BTo_voronoi_side_lengths_mean	261.203	75.0164	118.8	310.028	98.3628	157.947	151.862	356.638	292.039	440.562	223.596	126.692	269.56	158.558	163.385	658.679	124.636	146.091	240.778	186.795	102.859	324.595	104.137	210.432	142.179	215.482	147.905
BTo_voronoi_side_lengths_median	37.0199	34.7459	39.6242	36.3907	32.0863	32.4184	36.1624	38.9275	35.3912	31.1863	31.2524	28.2458	29.5399	30.3494	32.3694	41.0225	38.2534	38.3612	38.9565	27.6276	28.7942	29.3471	29.4763	30.6781	30.2754	32.4325	34.2938
BTo_voronoi_side_lengths_skewness	24.6205	16.7823	26.6749	35.3975	32.8476	31.9342	15.5438	32.619	15.8005	37.5003	41.4876	19.9603	34.6328	21.1947	22.9776	27.2682	19.17	35.8457	34.97	38.8104	22.6208	41.4377	40.371	21.0969	15.7657	34.4275	26.4291
BTo_voronoi_side_lengths_kurtosis	673.436	343.951	809.006	1264.27	1220.98	1058.01	296.527	1066.49	287.251	1535.83	1819.8	438.67	1367.99	499.191	666.274	787.987	441.147	1307.07	1233.92	1551.85	607.677	1850.9	1831.29	499.196	282.887	1324.62	822.942
BTo_voronoi_side_lengths_IQR	37.4748	33.1613	38.3736	40.1747	31.5493	32.6832	37.1347	38.1632	35.6367	28.5054	28.683	28.3265	28.3318	27.8751	31.5731	42.077	36.4704	36.1501	38.7974	25.8477	29.434	27.147	27.9857	31.8628	30.1861	33.3465	32.1172
BTo_deluanay_area_minimum	1	89	2.5	5	4	10.5	19	4.5	13	3.5	1	11.5	10.5	3	1	6.5	13	16	16	6.5	11	1.5	15	9.5	10.5	4	28
BTo_deluanay_area_maximum	12205.5	8661.5	11062.5	8290	7161	5808	13113	14647.5	7429.5	6228.5	6187.5	6365	6355	5544	5977	6797.5	6152	7256.5	10200	9762	13426.5	4678.5	5333.5	10071	6136	10180	9892.5
BTo_deluanay_area_std	1110.99	773.564	1292.62	1329.12	777.418	787.522	1160.57	1737.54	940.052	609.443	694.673	514.278	546.765	557.556	780.061	1207.92	925.649	1076.04	1187.71	662.168	978.2	555.751	579.23	958.126	747.128	999.167	999.345
BTo_deluanay_area_mean	1304.54	1157	1599.38	1463.47	1045.31	1091.7	1288.36	1719.37	1143.53	909.087	960.947	757.497	826.26	849.227	1013.66	1616.09	1366.06	1392.72	1489.09	809.901	896.131	837.032	829.871	911.848	867.25	1123.18	1183.22
BTo_deluanay_area_median	1008	1013.5	1253	1021.75	873	863	982	1155.75	874	763.5	778	649.5	691	720.5	810.5	1292.25	1180	1079	1188.5	650.5	617	717.75	708	627.75	690.5	849	928.5
BTo_deluanay_area_skewness	2.72969	2.30168	2.09045	1.92417	2.02019	1.72395	3.43331	2.93489	2.26855	1.98075	1.9492	2.50741	2.1448	2.04536	2.16196	1.46076	1.44846	1.74845	2.36215	5.25833	4.37297	1.43206	2.15235	3.23305	2.36781	2.50574	2.62399
BTo_deluanay_area_kurtosis	17.1005	15.6042	10.2001	7.49884	9.87717	7.17845	24.0677	15.4622	10.312	10.658	8.92111	17.7946	12.9308	10.7765	9.65634	5.42232	6.0852	7.16256	12.0605	56.5559	35.4406	6.26827	11.8404	21.1318	12.2157	13.9942	14.6189
BTo_deluanay_area_IQR	1065.75	828.875	1383.75	1410.5	819.25	901.625	1057.5	1413.5	905.375	662.25	707.75	553.625	596.25	604.25	764.75	1413.25	1079	1221.12	1179	544.375	689	661	632.25	832.5	798	1061.25	939
BTo_deluanay_side_lengths_minimum	7.07107	9.84886	11.4018	8	7.2111	10.8167	8.06226	9.43398	13.4164	8	7	6.32456	9.43398	8.60233	9.48683	9.48683	10	11.4018	9.43398	7.28011	8.06226	7.28011	7.07107	8.06226	8	8.48528	8.06226
BTo_deluanay_side_lengths_maximum	496.025	368.005	385	417.005	361	426.011	492.001	429.228	493.037	463.001	505	370.001	476.004	438.01	488.001	481.009	473	371.109	446.001	421.153	347	402.045	476.004	475.009	478.017	482.233	467.087
BTo_deluanay_side_lengths_std	43.7682	33.4606	40.9656	43.3138	30.8166	34.0651	42.116	45.6253	41.143	35.4315	35.5918	28.7121	34.5842	31.9897	37.2215	45.3071	38.8026	40.1919	41.3194	30.3153	35.7338	28.0728	30.6046	43.5019	39.0266	38.7025	38.1137
BTo_deluanay_side_lengths_mean	64.9361	60.444	70.1754	67.5984	56.1643	58.3672	64.4091	71.5114	61.4913	54.8951	55.9983	49.0614	52.3308	52.1413	57.6092	72.6607	66.5798	67.1073	68.453	49.8693	52.0906	50.7437	51.28	55.3134	53.5884	59.4092	60.6072
BTo_deluanay_side_lengths_median	56.3205	54.3783	62.0725	58.1979	51	51.1077	55.2223	60.4152	52.6308	47.8017	48.9183	43.9318	46.0652	46.6905	50.3438	64	60.9918	60.1082	60.8153	44.2719	43.9204	46.4866	46.3249	45.0222	46.6905	52.2398	53.0236
BTo_deluanay_side_lengths_skewness	3.56352	2.93906	2.34284	2.36941	2.82186	2.9845	3.45865	2.56764	3.81584	4.46079	4.11824	3.98437	4.86124	4.45327	3.92458	3.06756	3.3993	2.5791	3.18887	4.38446	3.1315	3.59482	3.91366	3.44628	4.02805	3.13525	3.44385
BTo_deluanay_side_lengths_kurtosis	23.9785	18.2972	13.2005	13.6871	19.1495	19.603	22.8292	14.1533	26.5494	34.8731	32.7238	30.1901	41.0535	35.4278	29.7463	18.7719	24.4544	14.0697	20.4167	36.1802	17.7427	27.7176	29.8499	22.5219	30.7558	20.9302	23.7656
BTo_deluanay_side_lengths_IQR	36.2796	30.9909	42.2104	47.4687	31.9488	34.4333	37.2246	45.1279	34.5514	27.3913	30.5393	25.9381	26.3943	25.8296	31.5278	41.1541	35.0854	39.5464	37.0927	24.7109	30.9291	26.1315	26.2749	35.1931	32.8819	36.6772	33.0974
BTo_SPT_side_lengths_minimum	7.07107	9.84886	11.4018	8	7.2111	10.8167	8.06226	9.43398	13.4164	8	7	6.32456	9.43398	8.60233	9.48683	9.48683	10	11.4018	9.43398	7.28011	8.06226	7.28011	7.07107	8.06226	8	8.48528	8.06226
BTo_SPT_side_lengths_maximum	92.4392	82.9699	106.85	110.44	78.4474	77.8267	104.809	154.208	105.991	66.1891	91.3017	59.6406	68.1836	69.3542	128.226	99.1817	120.15	104.317	126.625	69.8355	107.564	65.2534	72.4224	93.8136	91.9239	83.7616	87.3212
BTo_SPT_side_lengths_std	14.0029	10.7356	15.8409	18.0844	11.537	11.4916	13.1991	20.2821	11.7391	8.91676	10.6248	8.47636	8.94556	9.12923	11.44	15.702	15.4492	14.6463	15.211	8.76234	11.4621	9.91963	10.0553	13.0559	12.2144	13.6851	12.4965
BTo_SPT_side_lengths_mean	38.0681	37.2295	41.8914	38.9093	34.6176	35.5522	37.8851	43.7056	35.824	33.2006	33.4648	30.1918	31.5091	32.2425	34.0351	43.4379	41.2218	39.5118	41.9732	31.0051	30.1432	31.8997	31.5367	28.9274	29.3441	34.1145	36.2677
BTo_SPT_side_lengths_median	37.5899	37.1618	41.0731	35.805	34.176	33.7267	36.0069	39.3192	34.1906	32.6497	32.3496	29.4872	30.5941	32.2025	32.5576	41.5933	40.8283	38.2557	41.7253	30	28.2931	31.488	31.4006	28.0713	28.2312	32.8783	35.2278
BTo_SPT_side_lengths_skewness	0.444784	0.22889	0.568666	0.939719	0.37986	0.783968	0.985649	1.55648	1.21576	0.296289	0.732067	0.306897	0.501055	0.30801	1.3591	0.591481	0.687855	0.672055	0.829312	0.727884	1.43926	0.171969	0.140792	0.837828	0.608942	0.488688	0.648366
BTo_SPT_side_lengths_kurtosis	3.34643	3.315	3.27871	3.84468	2.94822	3.50353	4.60928	6.94394	6.1	3.11038	4.60381	2.98176	3.3044	3.00948	9.06282	3.35633	4.62126	3.85684	5.00365	4.05057	7.6385	2.84168	3.11173	4.33893	3.69299	3.07607	3.80999
BTo_SPT_side_lengths_IQR	18.6271	15.075	22.309	23.6396	16.8902	15.302	16.1383	23.11	14.4262	12.0796	13.7574	11.6808	12.5169	12.7609	14.4174	20.2329	19.968	19.7566	19.5507	10.7266	14.3593	13.8943	13.4187	18.7571	17.5734	18.1189	16.4231
BTo_closeness_minimum	19.9519	22.0201	28.6493	20.4013	22.1548	27.5347	29.4259	24.4766	25.1323	23.9859	25.99	23.2073	24.3626	25.1402	24.2183	29.5755	29.1377	28.6664	28.8612	22.0131	19.7616	20.4359	14.6077	17.0116	18.672	21.9458	29.6088
BTo_closeness_maximum	117.144	108.816	118.355	133.507	107.491	101.357	128.275	176.84	102.128	85.9277	94.7876	83.4122	100.023	85.8619	111.767	144.725	142.622	127.475	120.631	88.6158	81.0087	95.6912	80.7749	108.375	89.3368	104.783	120.664
BTo_closeness_std	15.1669	10.7978	16.026	18.1365	11.5272	12.7502	14.2935	23.3743	11.2989	8.91889	10.5915	8.3037	8.52879	8.43466	11.3448	15.8046	14.0507	13.6848	14.6225	9.45212	10.9311	9.28412	9.22778	12.7352	10.7016	12.9181	12.1568
BTo_closeness_mean	52.7943	51.0481	58.9611	54.6537	47.7194	49.1011	53.1031	60.9292	49.3895	45.2448	46.0749	40.995	43.1285	43.7383	47.1403	60.3185	56.5622	54.8787	57.9262	42.0424	41.3066	43.164	42.8302	40.5866	41.2749	48.0081	50.181
BTo_closeness_median	51.9225	50.0714	56.5924	51.666	46.8863	46.9973	51.0568	55.7042	47.7253	43.7754	44.1465	40.2363	41.7458	42.9564	45.3371	57.5943	54.2069	53.1618	57.4592	40.2639	39.5875	41.9502	41.7964	39.0365	40.377	46.5676	48.9396
BTo_closeness_skewness	0.745388	0.871568	0.876992	1.04757	0.674714	1.19193	1.28003	1.97847	1.08496	0.942037	1.1493	0.912652	1.21747	0.78795	1.60351	1.20149	1.53687	1.21159	0.888255	1.22869	0.883766	0.906637	0.683773	1.06712	0.803116	0.707992	1.08078
BTo_closeness_kurtosis	4.2674	5.37643	3.93986	4.6947	4.06845	4.80612	5.76858	8.42132	4.87615	4.53578	5.03468	5.162	6.22638	4.45179	8.13324	5.61661	7.96227	6.67493	4.63221	5.51704	3.7858	4.90783	4.18587	5.07959	4.40879	3.70723	5.55771
BTo_closeness_IQR	18.4402	13.2474	19.5246	21.5848	14.3437	15.3371	17.3309	22.4407	13.1167	10.8684	13.0128	10.4065	10.8929	10.0353	12.814	19.8007	15.2963	16.5574	18.2187	10.6586	14.2785	12.1376	11.6576	15.2012	12.2633	16.9792	14.7214
NS_count	0.000319163	0.000416756	0.000281652	0.000252406	0.000422796	0.000418663	0.00034523	0.000288645	0.000488917	0.000584284	0.000510534	0.000798225	0.000727971	0.000728607	0.000547409	0.000248591	0.0002985	0.000302633	0.000277201	0.000729561	0.000988007	0.000875473	0.000806173	0.00038147	0.000510216	0.000387192	0.000376383
NS_e_area_minimum	91.0077	69.132	64.3991	73.0157	53.7384	62.4136	76.4776	82.6572	83.1467	89.8459	80.025	55.5279	52.4468	57.061	55.472	119.46	160.332	103.309	142.298	69.0551	47.5342	77.2401	66.087	109.483	92.7099	55.8234	107.555
NS_e_area_maximum	710.708	793.301	630.281	647.313	506.67	775.56	1017.62	3219.17	1052.82	969.429	1126.97	526.731	719.767	781.294	694.435	1470.12	1431.01	1031.86	1257.89	1273.54	1486.06	945.875	980.612	818.703	770.919	841.404	1110.28
NS_e_area_std	113.39	87.9427	72.3507	102.766	65.3471	116.728	116.422	236.089	116.721	118.344	108.107	74.7895	69.5365	80.3329	86.4751	205.252	193.384	163.62	211.565	111.369	109.987	105.211	106.094	156.34	137.516	134.951	155.179
NS_e_area_mean	301.099	242.246	215.538	256.881	185.373	240.053	238.189	334.062	287.893	279.575	255.184	194.512	182.143	196.462	204.398	429.979	454.371	331.202	451.697	258.607	230.691	274.206	257.745	359.518	314.928	247.517	365.811
NS_e_area_median	286.4	241.582	215.434	246.364	184.489	205.621	211.439	268.709	263.706	251.788	232.241	185.848	178.473	184.324	195.57	405.532	429.363	297.661	406.962	246.316	211.542	267.742	249.067	345.631	288.43	222.884	346.433
NS_e_area_skewness	0.758226	0.939178	0.723489	0.889624	0.3342	1.6685	2.05857	5.30384	1.45338	1.24634	1.77462	1.07158	1.47394	1.82605	1.75921	0.904869	1.12929	1.14498	0.852137	1.83779	2.23995	0.880685	0.964205	0.425468	0.75067	1.42937	0.902917
NS_e_area_kurtosis	3.67836	6.44145	5.56044	4.26484	3.51964	6.46966	10.3197	54.0933	7.94954	5.66515	10.4792	5.13575	9.49004	10.3705	9.01333	4.5074	5.35981	4.29117	3.35396	13.3459	17.9082	5.1922	5.46416	2.63084	3.11477	5.74681	4.63363
NS_e_area_IQR	143.532	117.814	90.3532	119.817	90.7601	108.832	122.933	156.809	141.108	145.308	125.491	85.4593	74.3239	84.5169	88.043	302.115	260.23	208.116	306.147	133.555	134.761	135.265	139.504	232.906	187.851	152.008	206.85
NS_e_major_minimum	6.19699	5.28439	5.30015	5.67492	5.17547	4.81549	5.58577	5.17	5.93195	5.97237	5.74207	4.68697	4.80138	4.52892	5.02916	7.17524	7.60263	6.47968	7.87754	5.47461	4.47808	5.56638	5.10674	6.61461	6.2005	4.59016	6.72844
NS_e_major_maximum	23.1789	39.682	19.7361	25.9632	17.7266	21.2976	22.7752	41.0248	27.3768	23.341	22.5575	23.8462	19.9849	29.9505	21.266	30.5649	30.9582	26.2694	29.4466	23.5266	40.3416	25.6749	27.0663	20.9046	20.7472	32.5685	27.5935
NS_e_major_std	2.69836	3.02752	1.89183	2.9361	1.82565	2.87953	2.81952	4.44781	3.03381	2.87659	2.72236	2.58065	2.22313	2.65013	2.63191	3.73655	3.77744	3.45959	3.8855	2.70334	3.1417	2.64262	2.74004	2.94555	2.75873	3.12661	3.09302
NS_e_major_mean	11.5623	10.6566	9.4766	10.7414	9.23671	10.2201	10.3221	12.6659	11.464	11.4135	10.7002	9.83044	9.28007	9.94487	9.84264	14.4297	15.0981	12.8566	15.1647	10.9178	10.7153	11.3371	10.9975	12.7528	12.1822	10.7826	12.9273
NS_e_major_median	11.1711	10.0802	9.38539	10.1554	9.26509	9.43891	9.65961	11.4175	10.9416	10.7643	10.1557	9.28518	8.8615	9.48128	9.34425	14.3245	15.0635	12.6706	14.9386	10.504	10.2253	11.0363	10.7205	12.5679	12.0501	10.3139	12.7235
NS_e_major_skewness	0.85279	2.7337	1.01724	1.31185	0.614673	1.27602	1.33066	1.75489	1.1412	0.671603	1.01171	1.15739	1.00914	1.52385	1.18236	0.575636	0.623782	0.561976	0.452171	1.02128	2.03819	0.990493	1.08246	0.257593	0.462384	1.12313	0.736116
NS_e_major_kurtosis	4.08764	22.2481	6.21383	6.1461	4.79476	4.79587	5.52341	8.37172	5.25908	3.12542	4.23485	5.0848	4.54648	8.64108	5.05041	3.76947	3.58145	3.25418	3.03338	4.94518	13.4652	5.26415	6.02434	2.85518	3.11334	6.75011	4.08596
