	ch11.jpg	ch12.jpg	ch13.jpg	ch14.jpg	ch15.jpg	ch41.jpg	ch42.jpg	ch43.jpg	ch44.jpg	ch45.jpg	ch46.jpg	cc11.jpg	cc12.jpg	cc13.jpg	cc14.jpg	cc41.jpg	cc42.jpg	cc43.jpg	cc44.jpg	pa11.jpg	pa12.jpg	pa13.jpg	pa14.jpg	pa41.jpg	pa42.jpg	pa43.jpg	pa44.jpg
BS_fourierErrHar_17_minimum	0.0525	0.0580633	0.0591483	0.0534963	0.0513431	0.0617202	0.0599692	0.0551262	0.0500517	0.0507508	0.0526757	0.051787	0.0554799	0.0439676	0.054488	0.0489204	0.054134	0.0547148	0.0543959	0.04472	0.0530984	0.0559277	0.0525169	0.0561611	0.0544951	0.0525547	0.0536913
BS_fourierErrHar_17_maximum	0.30709	0.322485	0.290239	0.300672	0.274314	0.266354	0.279328	0.283754	0.297889	0.28838	0.277617	0.274994	0.323179	0.320136	0.288648	0.330294	0.294521	0.323665	0.318852	0.294131	0.345878	0.303157	0.338044	0.30292	0.287836	0.396731	0.293294
BS_fourierErrHar_17_std	0.0446982	0.0390059	0.0422272	0.0437445	0.0377699	0.033173	0.0363029	0.0410391	0.0406077	0.0409759	0.0374563	0.0385378	0.0358314	0.0406583	0.0374661	0.0446892	0.0437723	0.0377514	0.0424783	0.0380777	0.0417677	0.0429469	0.0425643	0.0402625	0.0420632	0.0413631	0.0418511
BS_fourierErrHar_17_mean	0.130983	0.124231	0.134285	0.136923	0.12733	0.118471	0.122266	0.122435	0.117374	0.123636	0.120382	0.123748	0.121752	0.122761	0.121589	0.125525	0.132113	0.124687	0.128374	0.120228	0.125563	0.128531	0.126715	0.13414	0.133848	0.131634	0.124526
BS_fourierErrHar_17_median	0.121726	0.117066	0.124663	0.129434	0.120634	0.112493	0.1152	0.11351	0.107538	0.116545	0.112126	0.118967	0.117012	0.116384	0.114882	0.115977	0.127233	0.118209	0.122332	0.113336	0.116321	0.121969	0.119082	0.130813	0.129172	0.126984	0.115585
BS_fourierErrHar_17_skewness	0.871986	1.23372	0.829635	0.582275	0.823996	0.927105	0.989596	1.04977	1.09711	0.933516	0.982436	0.82724	1.06743	1.25954	1.21209	1.03328	0.589422	0.99811	0.970065	1.29684	1.01784	0.785713	0.864198	0.392981	0.509174	0.81062	0.818992
BS_fourierErrHar_17_kurtosis	3.62457	5.40272	3.2606	2.95639	3.53175	4.19404	3.93845	4.05554	4.21969	3.65094	4.04911	3.70805	4.83547	5.52048	5.22828	4.36729	2.89237	4.68681	4.17198	5.54244	4.42805	3.50586	3.88231	2.67461	2.93254	4.90266	3.3021
BS_fourierErrHar_17_IQR	0.0666263	0.0457966	0.0560892	0.0636678	0.0473259	0.0440814	0.0428532	0.0492411	0.0518129	0.0521705	0.0481623	0.0495439	0.0450575	0.0500219	0.0448334	0.0567545	0.0671635	0.0495769	0.0532842	0.0433519	0.0538506	0.0618949	0.0576753	0.0621915	0.0614683	0.0608851	0.0591803
BS_fourierErrHar_18_minimum	0.0523932	0.0580809	0.0589798	0.0526993	0.0509718	0.0618743	0.0599016	0.0550669	0.0498613	0.0506845	0.0526859	0.0516706	0.0557155	0.0439466	0.0540336	0.0485873	0.052835	0.0543332	0.0536472	0.0447023	0.0531413	0.0555686	0.0523591	0.0561365	0.0539326	0.0520155	0.0534166
BS_fourierErrHar_18_maximum	0.30668	0.322763	0.290332	0.300811	0.274467	0.266441	0.279374	0.283719	0.297906	0.288416	0.277598	0.274967	0.323191	0.320037	0.288665	0.330276	0.294601	0.323696	0.318976	0.294146	0.345916	0.303107	0.338095	0.302896	0.287698	0.396712	0.293272
BS_fourierErrHar_18_std	0.0447382	0.0390383	0.0422397	0.0437715	0.037783	0.033205	0.0363287	0.0410617	0.0406704	0.0410208	0.0374813	0.0385798	0.0358675	0.0406998	0.0375005	0.0447293	0.0438774	0.0377771	0.0425738	0.0381286	0.0418662	0.0430485	0.0426661	0.0403206	0.042144	0.0414181	0.041904
BS_fourierErrHar_18_mean	0.130957	0.124228	0.134321	0.13691	0.127346	0.118486	0.122287	0.122416	0.117331	0.123624	0.120379	0.123742	0.12175	0.122759	0.121605	0.125503	0.132058	0.124676	0.128347	0.120215	0.12545	0.128431	0.126647	0.134091	0.133779	0.13162	0.124494
BS_fourierErrHar_18_median	0.121903	0.117135	0.124805	0.129368	0.120739	0.112547	0.11518	0.113544	0.107447	0.116524	0.112144	0.118958	0.117049	0.11655	0.114905	0.116098	0.127255	0.11824	0.122429	0.113397	0.116299	0.122082	0.119147	0.130526	0.128976	0.127058	0.115567
BS_fourierErrHar_18_skewness	0.868367	1.23035	0.825962	0.578458	0.819587	0.923905	0.985414	1.04689	1.09252	0.929173	0.979516	0.821903	1.06125	1.25405	1.20692	1.02939	0.582403	0.994958	0.962897	1.29046	1.00848	0.778247	0.855217	0.388231	0.504038	0.804225	0.813975
BS_fourierErrHar_18_kurtosis	3.61453	5.39884	3.25645	2.95661	3.5285	4.19044	3.92992	4.05291	4.21045	3.6438	4.04337	3.69968	4.82026	5.50592	5.21327	4.36005	2.8864	4.67735	4.16276	5.52298	4.40647	3.49182	3.86784	2.6699	2.92653	4.88983	3.29673
BS_fourierErrHar_18_IQR	0.0670856	0.0457811	0.0561509	0.0638678	0.0474903	0.0440723	0.0428559	0.0494104	0.0518363	0.0522196	0.0481746	0.0497955	0.0450214	0.0499981	0.0451293	0.0570522	0.0672944	0.0497071	0.0535579	0.0434735	0.0538467	0.0625805	0.0577809	0.0625305	0.0616608	0.0608011	0.0594552
BS_fourierErrHar_19_minimum	0.0521049	0.0583191	0.0590033	0.0521444	0.0506666	0.0615305	0.0596454	0.0545646	0.049846	0.0508132	0.0527537	0.0507967	0.0557836	0.043907	0.0537332	0.0480472	0.0528394	0.0542665	0.0526573	0.0447027	0.0532046	0.0544317	0.0517938	0.0557956	0.0536245	0.0518511	0.0532422
BS_fourierErrHar_19_maximum	0.30765	0.322592	0.290424	0.300854	0.274474	0.266448	0.2794	0.283765	0.29795	0.288456	0.277549	0.27514	0.323231	0.320072	0.288704	0.330311	0.294632	0.323697	0.318965	0.29415	0.345924	0.303113	0.338195	0.302894	0.287684	0.396711	0.293277
BS_fourierErrHar_19_std	0.0447704	0.0390648	0.0422542	0.0437812	0.0377936	0.0332301	0.0363363	0.041106	0.0407221	0.0410539	0.0375041	0.0386309	0.0358934	0.0407284	0.0375217	0.0447712	0.0439551	0.0378028	0.0426664	0.0381684	0.0419696	0.0431225	0.0427541	0.0403818	0.0422251	0.0414428	0.0419535
BS_fourierErrHar_19_mean	0.130965	0.124251	0.134345	0.136906	0.127365	0.118513	0.1223	0.122398	0.117317	0.123626	0.120393	0.123746	0.121764	0.122771	0.121622	0.125493	0.132021	0.12467	0.128321	0.12021	0.125372	0.128374	0.126592	0.13406	0.133731	0.131605	0.124467
BS_fourierErrHar_19_median	0.122063	0.117245	0.124755	0.129633	0.120762	0.112663	0.115244	0.11357	0.107423	0.116577	0.112176	0.118897	0.117106	0.116708	0.114915	0.116181	0.127131	0.11827	0.122334	0.113318	0.116041	0.122054	0.119075	0.130467	0.129106	0.127016	0.115385
BS_fourierErrHar_19_skewness	0.866873	1.22584	0.823046	0.575264	0.817832	0.920031	0.982005	1.04324	1.08912	0.925796	0.97583	0.815734	1.05677	1.25103	1.2043	1.02642	0.577476	0.990757	0.954789	1.28505	1.00137	0.772522	0.847775	0.384355	0.498906	0.799897	0.809465
BS_fourierErrHar_19_kurtosis	3.61738	5.38281	3.25255	2.95596	3.52768	4.1821	3.92368	4.04855	4.20024	3.63876	4.03827	3.69094	4.81043	5.49871	5.20736	4.3535	2.88047	4.66733	4.15054	5.50575	4.39299	3.48229	3.85597	2.66712	2.91891	4.88404	3.2907
BS_fourierErrHar_19_IQR	0.0673305	0.0459771	0.0562374	0.0637401	0.0476346	0.0441114	0.0429132	0.0494484	0.0520452	0.0523551	0.048017	0.049916	0.0449373	0.0501254	0.0451412	0.0572192	0.06746	0.0499958	0.0537368	0.0434064	0.054214	0.0623816	0.0576536	0.0625175	0.0622805	0.0609281	0.0595019
BS_fourierErrHar_20_minimum	0.0516804	0.0577219	0.058837	0.0521262	0.0501123	0.0611854	0.0596612	0.0545114	0.0498272	0.050264	0.0524426	0.0510019	0.0558186	0.0438019	0.0529328	0.0476578	0.0520361	0.0541276	0.0525154	0.0443333	0.053165	0.0537795	0.0512691	0.0556707	0.0533253	0.0517479	0.0527455
BS_fourierErrHar_20_maximum	0.307402	0.322793	0.290423	0.30086	0.274349	0.266453	0.279388	0.283886	0.297928	0.288477	0.277571	0.275186	0.323235	0.32007	0.288728	0.33037	0.294609	0.323682	0.318976	0.294189	0.345891	0.30312	0.338271	0.302888	0.287853	0.396722	0.293403
BS_fourierErrHar_20_std	0.0447934	0.0390899	0.0422514	0.0437805	0.0378153	0.0332517	0.0363438	0.0411373	0.0407486	0.0410849	0.0375336	0.0386768	0.0359134	0.0407582	0.0375333	0.0448131	0.044006	0.0378325	0.0427102	0.0382086	0.0420629	0.0432129	0.0428247	0.0404209	0.0422786	0.0414754	0.0419991
BS_fourierErrHar_20_mean	0.130962	0.124269	0.134375	0.136915	0.127394	0.118522	0.122332	0.122395	0.117317	0.123624	0.120409	0.123752	0.121777	0.122772	0.121639	0.125496	0.132004	0.124684	0.128313	0.120208	0.125304	0.128316	0.126555	0.134043	0.133699	0.131602	0.124461
BS_fourierErrHar_20_median	0.122003	0.117226	0.124955	0.129554	0.12081	0.112766	0.115255	0.11359	0.107383	0.116565	0.112255	0.119006	0.117203	0.116916	0.114863	0.116213	0.126957	0.118315	0.12231	0.11334	0.116237	0.122141	0.11905	0.131003	0.129204	0.127159	0.115655
BS_fourierErrHar_20_skewness	0.863688	1.22326	0.821701	0.573264	0.814397	0.915501	0.978794	1.03972	1.08548	0.922387	0.972011	0.812272	1.05322	1.24602	1.20203	1.02275	0.573867	0.987485	0.95084	1.28013	0.995012	0.766249	0.841107	0.380503	0.494659	0.794384	0.804857
BS_fourierErrHar_20_kurtosis	3.61048	5.37992	3.25266	2.95716	3.52399	4.1754	3.91834	4.04354	4.193	3.63564	4.03012	3.68402	4.80286	5.48794	5.20159	4.34423	2.8772	4.65915	4.14362	5.49244	4.37833	3.47214	3.84452	2.66518	2.91496	4.87677	3.28596
BS_fourierErrHar_20_IQR	0.0670751	0.0460209	0.0562984	0.063812	0.0476305	0.0440351	0.0428517	0.049453	0.0520408	0.052446	0.048259	0.0499714	0.0450645	0.0501152	0.0451629	0.0571681	0.0675045	0.0498428	0.0538634	0.043574	0.0545211	0.0628206	0.0577312	0.0624552	0.062163	0.0609071	0.0595305
BT_glcm_contr	17.7227	21.7216	26.8637	21.9323	33.1145	23.4431	27.3134	18.2083	24.492	20.2854	23.4992	33.1084	34.958	29.5744	32.6283	18.1048	12.6155	19.5602	15.2524	19.324	10.0654	15.3005	12.5167	25.3004	13.9275	16.7009	14.7551
BT_glcm_corre	0.916086	0.892898	0.889734	0.907944	0.846481	0.899881	0.875968	0.896166	0.884838	0.876587	0.869703	0.853958	0.843323	0.867572	0.866648	0.873713	0.894373	0.894174	0.887726	0.885633	0.905981	0.880283	0.897624	0.883001	0.901664	0.876248	0.888261
BT_glcm_energ	0.00237735	0.00212013	0.00204563	0.00205289	0.0017646	0.00229642	0.00187891	0.00275713	0.00182442	0.00240156	0.00208274	0.00165098	0.0017162	0.00186471	0.00165643	0.00274764	0.00358514	0.00229829	0.00303684	0.00258643	0.00454886	0.00313192	0.00347381	0.00229372	0.00374232	0.00315116	0.00324713
BT_glcm_entrop	6.39469	6.51876	6.64327	6.5765	6.71882	6.53955	6.64772	6.32107	6.62807	6.40681	6.52197	6.76045	6.75156	6.67237	6.77158	6.26147	6.015	6.45573	6.16735	6.37127	5.83688	6.15116	6.03971	6.52777	6.04157	6.17275	6.12442
BT_glcm_homo	0.341392	0.297074	0.291519	0.299577	0.249818	0.300965	0.276406	0.331257	0.274759	0.289771	0.280209	0.254878	0.257695	0.270841	0.263451	0.312535	0.348301	0.294994	0.326944	0.318394	0.39821	0.31328	0.336171	0.265014	0.337417	0.309471	0.327695
BT_glcm_sum_of_sqs	849.51	796.847	749.73	779.506	786.866	748.775	878.963	691.891	877.453	748.655	786.454	856.421	867.081	863.31	951.135	620.294	607.095	772.922	597.34	838.68	550.101	589.96	611.134	673.152	520.857	578.992	556.049
BT_glcm_sum_avg	54.5511	52.7428	50.1206	51.3976	52.1201	50.2643	55.456	49.1625	55.5381	51.6342	52.7777	54.5197	54.9747	54.8324	57.5763	46.8473	46.7946	52.1744	46.0228	54.9258	44.5697	45.8759	46.9074	47.5539	42.438	45.2416	44.2788
BT_glcm_sum_var	2921.79	2723.15	2545.96	2658.32	2675.8	2547.05	3018.11	2344.46	3015.51	2550.96	2685.11	2930.45	2967.58	2958.8	3278.21	2086.67	2047.01	2638.17	2007.1	2882.51	1844.22	1981.16	2061.52	2276.34	1735.95	1942.57	1859.59
BT_glcm_sum_entrop	4.37895	4.37709	4.4486	4.452	4.39271	4.41841	4.41787	4.30709	4.40474	4.27739	4.31921	4.41764	4.41403	4.41736	4.46058	4.2067	4.12219	4.33971	4.17735	4.29074	4.06907	4.1485	4.13172	4.30625	4.13151	4.13127	4.14508
BT_glcm_diff_var	17.7227	21.7216	26.8637	21.9323	33.1145	23.4431	27.3134	18.2083	24.492	20.2854	23.4992	33.1084	34.958	29.5744	32.6283	18.1048	12.6155	19.5602	15.2524	19.324	10.0654	15.3005	12.5167	25.3004	13.9275	16.7009	14.7551
BT_glcm_diff_entrop	2.17006	2.28149	2.3678	2.28374	2.48296	2.29692	2.376	2.17749	2.34261	2.25175	2.31409	2.47362	2.48909	2.41093	2.46681	2.19801	2.03703	2.23662	2.12466	2.21559	1.92215	2.12646	2.03725	2.36684	2.08532	2.17232	2.10848
BT_glcm_inform_meas1	-0.278189	-0.243723	-0.242354	-0.260433	-0.201522	-0.255209	-0.230066	-0.262258	-0.228235	-0.227211	-0.218134	-0.204232	-0.204329	-0.223624	-0.219311	-0.233724	-0.259229	-0.24201	-0.244749	-0.243259	-0.283157	-0.234527	-0.256135	-0.210701	-0.257277	-0.223443	-0.24097
BT_glcm__inform_meas2	0.931523	0.91007	0.91253	0.924123	0.876897	0.919901	0.902669	0.919138	0.900267	0.893543	0.88838	0.880551	0.88078	0.897157	0.896119	0.89509	0.909079	0.907369	0.901564	0.906253	0.920904	0.892486	0.907278	0.880942	0.908349	0.883022	0.897313
BT_G_bin1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BT_G_bin2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BT_G_bin3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80186e-005	0	0	0	0	0	0	0	5.52865e-006	4.45204e-006	0
BT_G_bin4	5.29151e-006	1.75901e-005	0	0	7.01252e-006	2.60261e-005	1.50259e-005	2.64224e-005	0	5.14322e-005	0	0	4.65666e-006	7.46622e-006	0	3.81988e-005	3.53202e-005	5.30735e-006	6.63376e-006	2.27894e-005	1.56488e-005	0	1.03391e-005	5.44841e-005	3.01369e-005	6.03107e-005	0
BT_G_bin5	3.6369e-005	8.68283e-005	9.69556e-006	4.18235e-005	7.78044e-005	0.000210476	0.000156723	0.000179509	6.28996e-005	0.000173358	3.39607e-005	5.41724e-006	1.86267e-005	2.79261e-005	5.19859e-006	0.000217208	0.000117039	2.2524e-005	7.41834e-005	0.000309017	7.06634e-005	7.55597e-006	5.47775e-005	0.000240039	0.000190419	0.000328882	0.000126634
BT_G_bin6	0.000438413	0.000449524	0.000266543	0.000472768	0.000861181	0.0012226	0.000763465	0.00113139	0.000614192	0.000766765	0.00040475	0.000254997	0.000136603	0.000252887	6.69577e-005	0.00113453	0.000563974	0.000300477	0.000484558	0.000715059	0.000582794	0.000167676	0.000449506	0.000696817	0.000902069	0.000983477	0.000480219
BT_G_bin7	0.00188763	0.00182318	0.0018686	0.00228972	0.0026569	0.00256825	0.00248829	0.00338618	0.0027871	0.00194686	0.00262691	0.00148214	0.00103487	0.00117339	0.000581109	0.00286211	0.00219355	0.00104601	0.00156887	0.00198009	0.00157152	0.00100154	0.00148981	0.00196432	0.0020429	0.00234382	0.0017012
BT_G_bin8	0.00464537	0.00335343	0.00627438	0.00712504	0.00646431	0.00509201	0.00570117	0.00505712	0.00511081	0.00418251	0.00543141	0.00453096	0.00283816	0.00349633	0.00168745	0.0055196	0.00532036	0.00327293	0.00397924	0.00430372	0.00321222	0.00289379	0.00387348	0.00346664	0.00461134	0.004515	0.00388843
BT_G_bin9	0.00881191	0.00599634	0.014382	0.0146172	0.0121475	0.00881585	0.00974526	0.00867313	0.00864574	0.00770819	0.00916062	0.0100209	0.00756022	0.00727405	0.00357887	0.00974341	0.00839631	0.00590419	0.00702742	0.00793193	0.00594911	0.0052307	0.00750572	0.00508596	0.00793969	0.00738763	0.00667363
BT_G_bin10	0.0144738	0.0112037	0.0224172	0.0215415	0.019617	0.0130038	0.0151438	0.0113332	0.0118378	0.0110956	0.014014	0.0172221	0.0136294	0.0131843	0.00707985	0.013241	0.0116833	0.00860558	0.0101918	0.0135671	0.00940581	0.00892775	0.0120198	0.00831333	0.0115689	0.0101193	0.00961329
BT_G_bin11	0.0206383	0.0154432	0.0301066	0.0284263	0.0265001	0.0192685	0.0197486	0.0147392	0.0161358	0.0152359	0.0189126	0.0255502	0.0197567	0.0195138	0.0124448	0.0164477	0.0146115	0.0116225	0.0124617	0.0193884	0.012989	0.0142868	0.0185603	0.0124826	0.0155024	0.0120899	0.0130574
BT_G_bin12	0.0253997	0.02096	0.0376	0.0359435	0.0326376	0.023827	0.0254058	0.0202726	0.0226745	0.0192512	0.0236602	0.0341258	0.025735	0.0248455	0.0186637	0.0211101	0.0184658	0.0144279	0.0151119	0.0241634	0.0162082	0.0199545	0.0281022	0.016308	0.0171635	0.0161888	0.0162354
BT_G_bin13	0.0304464	0.0261094	0.0430993	0.0415994	0.0386086	0.0281116	0.0299058	0.0260609	0.0291053	0.0248558	0.0293648	0.0388401	0.0319912	0.0315186	0.0252499	0.0265591	0.0217623	0.0178835	0.0177144	0.029573	0.0196823	0.0267715	0.0394066	0.0189177	0.0222657	0.0191004	0.0193532
BT_G_bin14	0.036095	0.0314176	0.0469514	0.0453951	0.0471256	0.0335164	0.0355614	0.0325462	0.0354246	0.0293553	0.0345287	0.0427396	0.0365128	0.0372345	0.0318437	0.0311182	0.0270588	0.0215652	0.0208248	0.035212	0.0241402	0.0334884	0.0487148	0.0223997	0.0259602	0.0216452	0.0236461
BT_G_bin15	0.0382055	0.036415	0.0551857	0.0491318	0.050496	0.03731	0.0392166	0.0393077	0.0403396	0.0349913	0.0400428	0.0442028	0.0415415	0.0412718	0.0369497	0.0363181	0.0323477	0.025141	0.0244677	0.0404816	0.0302187	0.0403674	0.0592964	0.0251908	0.0306799	0.0262481	0.0279343
BT_G_bin16	0.0403398	0.0406103	0.0574069	0.0521253	0.0541759	0.043593	0.0441445	0.0426288	0.043994	0.0391263	0.0445415	0.0470762	0.0453105	0.0436967	0.0416356	0.0416323	0.0415028	0.0294485	0.0301453	0.0448603	0.0379576	0.0479826	0.0682774	0.029178	0.0348696	0.0297533	0.032255
BT_G_bin17	0.0403517	0.0431801	0.0577138	0.0544932	0.0579015	0.048688	0.0464891	0.046317	0.047478	0.0450636	0.0493602	0.0504055	0.048319	0.0482805	0.0461496	0.047607	0.048439	0.0355845	0.0353112	0.0484049	0.04444	0.0550911	0.0767084	0.0327549	0.038501	0.033433	0.0354536
BT_G_bin18	0.0420913	0.0454708	0.0573752	0.0553028	0.0590807	0.0527868	0.0497111	0.0509247	0.0500938	0.0501676	0.0520957	0.0539882	0.0498617	0.0518316	0.0488687	0.0507807	0.0534922	0.0415276	0.0398144	0.0547346	0.0526813	0.0646332	0.0842921	0.0366189	0.0435938	0.0366179	0.0392478
BT_G_bin19	0.0433524	0.0500425	0.0556244	0.0546593	0.0596768	0.054994	0.0533724	0.0514993	0.0521777	0.0558484	0.0555757	0.0557215	0.0525629	0.0543931	0.050657	0.0523023	0.0575961	0.0472128	0.044549	0.0575449	0.059524	0.0708263	0.0888322	0.0420927	0.0506427	0.0431644	0.0428722
BT_G_bin20	0.0442028	0.0505952	0.0550923	0.054594	0.0577947	0.0581317	0.0542886	0.0520016	0.0544351	0.0595376	0.0585317	0.0578269	0.0547334	0.0584219	0.0514476	0.0550287	0.0587419	0.0506759	0.048301	0.0615883	0.0654633	0.0767076	0.0890364	0.0444195	0.055368	0.0473563	0.048702
BT_G_bin21	0.0480877	0.0514931	0.0529179	0.0549032	0.0534383	0.0595576	0.0548133	0.0516233	0.055596	0.0616031	0.0624797	0.0585372	0.0563512	0.0608787	0.0511285	0.0562574	0.0596142	0.0531398	0.0496096	0.0665671	0.0706188	0.0822484	0.0840322	0.0482149	0.0617299	0.0518614	0.0519162
BT_G_bin22	0.0491391	0.0511924	0.049937	0.0550952	0.0514805	0.0593707	0.0541697	0.050436	0.0561133	0.0630609	0.0637232	0.0603271	0.0586597	0.0603609	0.051415	0.0548426	0.0593331	0.0548463	0.0517275	0.0693902	0.0747446	0.0832599	0.0755796	0.0521343	0.0652169	0.0554482	0.0544575
BT_G_bin23	0.049092	0.0510415	0.0465275	0.0545488	0.0478861	0.0580621	0.0542579	0.0501235	0.0570226	0.062792	0.0628903	0.0601513	0.0575834	0.0580961	0.0510947	0.0550861	0.0586327	0.0550766	0.0535276	0.0701554	0.0770556	0.0786721	0.0613258	0.0525973	0.0669263	0.059639	0.0562938
BT_G_bin24	0.048065	0.0506516	0.0431338	0.0504944	0.0455402	0.0564371	0.052617	0.0502341	0.0565232	0.0623497	0.0633608	0.0572609	0.0545163	0.0562888	0.0496035	0.0526003	0.0564007	0.0562898	0.0551709	0.0692866	0.0725962	0.0690612	0.0463061	0.0560636	0.0666812	0.0611055	0.0575577
BT_G_bin25	0.0466623	0.0489656	0.0381969	0.0464491	0.04398	0.0542365	0.050736	0.0478474	0.0537066	0.0591441	0.0597697	0.0549247	0.0518602	0.0511882	0.0495516	0.0504902	0.0569678	0.0547175	0.0574391	0.0634451	0.0668248	0.0573026	0.0327478	0.0536296	0.0621837	0.0594048	0.0584134
BT_G_bin26	0.0466579	0.0473118	0.0356096	0.0413979	0.0413862	0.0506748	0.0474627	0.0463843	0.051993	0.0555352	0.0556156	0.0503623	0.0476544	0.0473197	0.0491413	0.0493593	0.0539345	0.0551276	0.0578537	0.0528422	0.0587772	0.0445877	0.0226737	0.0507649	0.0539815	0.0581947	0.058114
BT_G_bin27	0.0472214	0.0483424	0.0326448	0.0354958	0.0376946	0.0453828	0.042393	0.0439284	0.047581	0.0490464	0.0464646	0.0444642	0.0441657	0.0426282	0.0474287	0.0457416	0.0488812	0.054391	0.0569159	0.0420061	0.0496176	0.0326209	0.0158503	0.0484567	0.0458189	0.053732	0.0547681
BT_G_bin28	0.0468277	0.0460891	0.0286616	0.0312121	0.0324911	0.0404677	0.038482	0.0399393	0.0432967	0.0421264	0.0401397	0.0360491	0.0394576	0.0371405	0.0450215	0.0428923	0.0444369	0.0521808	0.0523909	0.0316581	0.0379905	0.0237091	0.0107777	0.0456765	0.0369592	0.0471673	0.0520165
BT_G_bin29	0.0467433	0.0441555	0.0247118	0.0255293	0.0291133	0.0343214	0.0357581	0.0366094	0.0372005	0.0343938	0.0306086	0.0273446	0.0343854	0.0318039	0.0424689	0.0388185	0.0369713	0.0489151	0.0480678	0.0224592	0.0295242	0.0170837	0.00723633	0.0401147	0.0298606	0.040733	0.0453652
BT_G_bin30	0.0409598	0.0398937	0.0227362	0.0222065	0.0241783	0.0286023	0.0319473	0.0320429	0.0309175	0.0279775	0.0229333	0.0205091	0.0288713	0.0270593	0.0383059	0.0340177	0.0304148	0.0431989	0.0423214	0.0172182	0.0220343	0.0122718	0.00486208	0.0323006	0.0242112	0.035851	0.040042
BT_G_bin31	0.0347278	0.0346993	0.0201547	0.0173046	0.0200813	0.0242188	0.0266175	0.0291474	0.0244029	0.0217096	0.0173608	0.0151453	0.0232037	0.0214966	0.0335451	0.0271897	0.0249527	0.0359487	0.0364782	0.0126267	0.0156846	0.00860434	0.0034208	0.0285393	0.0190928	0.0311607	0.0316159
BT_G_bin32	0.0284769	0.0287799	0.0162299	0.0135067	0.0157842	0.0190902	0.0219695	0.0258208	0.0196341	0.0167085	0.0129224	0.0109568	0.0181013	0.0176122	0.0275424	0.0219489	0.0193139	0.03083	0.0301159	0.00984226	0.0110708	0.00647592	0.00236261	0.0223898	0.0160094	0.0291133	0.0263868
BT_G_bin33	0.0225766	0.022702	0.0128543	0.0100599	0.0111516	0.0157539	0.0176941	0.0204879	0.0140839	0.0131954	0.00865125	0.00794955	0.0143639	0.0140164	0.0233269	0.0182191	0.0150565	0.0250174	0.024094	0.00749962	0.00785113	0.00449814	0.00162597	0.0193848	0.0128134	0.0232223	0.0208817
BT_G_bin34	0.0173512	0.0168025	0.00986302	0.00752305	0.00803304	0.0105798	0.0140091	0.0169288	0.0106705	0.00944489	0.00565411	0.00537736	0.0106416	0.0105906	0.0180904	0.0130009	0.01144	0.0193432	0.0184196	0.00610029	0.00548892	0.00338135	0.00113747	0.0164402	0.010178	0.0181799	0.0157158
BT_G_bin35	0.0129821	0.0119719	0.00740212	0.005159	0.00507058	0.00524513	0.00978548	0.013697	0.00731552	0.0067391	0.00363813	0.00313093	0.00839452	0.00839743	0.0136457	0.00924532	0.00794057	0.0147675	0.0146178	0.00459681	0.00419387	0.00239456	0.00088051	0.0137376	0.00901365	0.0145634	0.0117153
BT_G_bin36	0.00877954	0.00739131	0.00597046	0.00409484	0.00291498	0.00261866	0.00680689	0.0109642	0.00485183	0.00488527	0.0020547	0.0016609	0.00638284	0.00626227	0.0110175	0.00673758	0.005963	0.0109832	0.0106496	0.00320666	0.00293443	0.00172712	0.000576689	0.0118966	0.00773441	0.0107187	0.00898791
BT_G_bin37	0.00616243	0.00550162	0.00373988	0.00300582	0.00175847	0.00120024	0.00420466	0.00791299	0.00331119	0.0031297	0.00133298	0.00100473	0.00471452	0.00496288	0.00806584	0.00469286	0.00321369	0.00757303	0.00749009	0.00242632	0.00228126	0.00114196	0.000423784	0.00990713	0.00614683	0.00764173	0.00686412
BT_G_bin38	0.0032651	0.00351785	0.0029805	0.00164075	0.00103214	0.000646876	0.0022008	0.00576535	0.00207818	0.00225936	0.000681505	0.000501641	0.00362881	0.00361083	0.00576911	0.00274928	0.00140355	0.00501005	0.00543881	0.00141512	0.00159186	0.000854092	0.000273308	0.0088404	0.00567853	0.00497255	0.00543622
BT_G_bin39	0.00225409	0.00208747	0.00194899	0.00101347	0.000512242	0.000428394	0.00114101	0.00459971	0.00126053	0.00142739	0.000433483	0.000253761	0.0026558	0.00212808	0.0033214	0.00123941	0.000605476	0.00317094	0.00371369	0.000972021	0.00114647	0.00057892	0.000225167	0.00821941	0.00445758	0.00334098	0.00421482
BT_G_bin40	0.0012424	0.00150774	0.00125648	0.000745009	0.0002755	0.000341395	0.000542182	0.00299081	0.000868776	0.000963588	0.000352258	7.21519e-005	0.00159533	0.000806778	0.00199577	0.000681399	0.000397298	0.00164649	0.0025828	0.000638453	0.000766946	0.000419351	0.000176957	0.0070572	0.00407326	0.00255303	0.00292504
BT_G_bin41	0.00062994	0.000924041	0.000616664	0.000401738	0.000144024	0.000218359	0.000282934	0.00195365	0.000395951	0.000603794	0.00022745	5.79294e-006	0.000793568	0.000374274	0.00100816	0.000511921	0.000277492	0.000682639	0.00184417	0.000477793	0.000607051	0.000270539	0.000172287	0.00628298	0.00337549	0.00208065	0.00207029
